BQMall__QP_32_nF_5_SR_32_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncCu::deriveTestModeAMP	83818	29055	14996	9724	11186	0	13	0	0	74081	17869	14996	16.3526734392 %	11.601326684 %	25.3932941363 %	0.0101666549359 %	0.0155097950321 %	0.0 %
ContextModel3DBuffer::initBuffer	76720	26400	24540	42	595	8	5	149	0	76673	25656	24532	0.505248315839 %	0.0547445255474 %	1.18374558304 %	0.120632931224 %	0.00651720542231 %	0.292500981547 %
TEncBinCABAC::encodeBinEP	73419	23404	23555	12	0	0	7	0	0	73400	23404	23555	0.00996859891342 %	0.0163445429657 %	0.0 %	0.00581501603283 %	0.00953431673 %	0.0 %
__pow_finite	72231	7361	1480	30	540	0	30	10	0	72171	6811	1480	0.703078744819 %	0.0415334136313 %	6.10790634544 %	0.0493388592856 %	0.0415334136313 %	0.113109376767 %
std::ostream::sentry::sentry	69930	28490	18130	21	33	1	12	14	0	69897	28443	18129	0.04719004719 %	0.03003003003 %	0.0729300729301 %	0.022308022308 %	0.01716001716 %	0.03003003003 %
ContextModel3DBuffer::calcCost	69626	23862	14912	16	356	0	4	37	0	69606	23469	14912	0.343173431734 %	0.0229799212938 %	0.918141022335 %	0.0378228782288 %	0.00574498032344 %	0.0954247691752 %
_dl_addr	61676	20724	1946	12	1621	2	12	1369	0	61652	17734	1944	1.93844402817 %	0.0194565146897 %	7.15924128805 %	1.63730348801 %	0.0194565146897 %	6.03881782091 %
TComDataCU::getCtxInterDir	61035	61035	0	10873	252	0	0	0	0	50162	60783	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_string<char,	60712	22892	11396	9	573	30	3	1	26	60700	22318	11340	0.644210526316 %	0.0148240874951 %	1.75863275782 %	0.0315789473684 %	0.00494136249835 %	0.07874475035 %
TEncSampleAdaptiveOffset::getStatistics	56930	22880	16470	95	1964	261	55	32	0	56780	20884	16209	2.40963855422 %	0.166871596698 %	5.65438373571 %	0.0903614457831 %	0.0966098717724 %	0.0813214739517 %
vfprintf	55900	17961	15010	531	144	97	234	49	30	55135	17768	14883	0.868674820808 %	0.949910554562 %	0.73094537624 %	0.352195879421 %	0.418604651163 %	0.239604500925 %
TAppEncCfg::parseCfg	54581	25430	35026	1250	504	905	1080	1	626	52251	24925	33495	2.31143023549 %	2.29017423646 %	2.33062061665 %	1.48387040691 %	1.9787105403 %	1.03711790393 %
0x0006dd0f	54270	10854	0	13	0	0	2	0	0	54255	10854	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_Rep::_S_create	54018	11048	12889	96	18	333	14	1	329	53908	11029	12227	0.573407735232 %	0.177718538265 %	1.46634916656 %	0.441280225771 %	0.0259172868303 %	1.37861887455 %
_IO_file_xsputn@@GLIBC_2.1	50913	12685	6983	66	24	33	29	15	10	50818	12646	6940	0.174267862456 %	0.129632903188 %	0.289810860281 %	0.0765078420538 %	0.0569599120068 %	0.127110026439 %
std::string::find_first_not_of	50868	18095	16770	12	0	0	3	0	0	50853	18095	16770	0.0139969440006 %	0.0235904694503 %	0.0 %	0.00349923600014 %	0.00589761736259 %	0.0 %
TEncCu::xEncodeCU	50504	24884	13038	1473	3426	329	25	13	0	49006	21445	12709	5.91228824102 %	2.91660066529 %	9.90190390802 %	0.0429737859905 %	0.0495010296214 %	0.034280892358 %
char*	50058	14633	16209	33	6	334	10	0	329	50015	14627	15546	0.461063040791 %	0.0659235287067 %	1.10239284093 %	0.419035846724 %	0.0199768268808 %	1.0667271902 %
TComDataCU::destroy	49464	13667	19617	14	1223	149	14	869	105	49436	11575	19363	1.67496495384 %	0.0283034125829 %	4.12210070905 %	1.19398656161 %	0.0283034125829 %	2.92633096984 %
TComDataCU::create	49429	12586	25933	36	749	1063	15	0	0	49378	11837	24870	2.10124164279 %	0.0728317384531 %	4.70417196708 %	0.0170555328148 %	0.0303465576888 %	0.0 %
std::_Rb_tree<std::string,	48478	16951	15541	19	25	0	14	0	0	48445	16926	15541	0.0543411139928 %	0.0391930360163 %	0.0769420164964 %	0.0172903544523 %	0.0288790791699 %	0.0 %
__cxxabiv1::__vmi_class_type_info::__do_dyncast	45148	20066	11288	148	65	11	29	21	2	44971	19980	11275	0.292802802541 %	0.327810755737 %	0.242393315048 %	0.0679720791613 %	0.0642331886241 %	0.0733558716591 %
std::string::_M_mutate	45136	15643	9639	36	1	11	17	0	8	45083	15642	9620	0.0681643897867 %	0.0797589507267 %	0.0474645993197 %	0.0355022863472 %	0.0376639489543 %	0.0316430662131 %
__cxxabiv1::__si_class_type_info::__do_dyncast	44730	20448	10224	52	0	0	12	0	0	44666	20448	10224	0.0689636879658 %	0.116253074 %	0.0 %	0.0159146972229 %	0.0268276324614 %	0.0 %
__printf_fp	42769	11951	8720	573	84	41	320	27	5	41876	11840	8674	1.10025220681 %	1.33975543034 %	0.604711915244 %	0.554854981084 %	0.748205475929 %	0.154806250302 %
TEncSbac::codeSaoTypeIdx	41280	19440	14160	8	877	3	5	3	0	41267	18560	14157	1.1858974359 %	0.0193798449612 %	2.61904761905 %	0.0106837606838 %	0.0121124031008 %	0.00892857142857 %
char*	38150	8968	10615	186	0	15	3	0	11	37961	8968	10589	0.348154435072 %	0.4875491481 %	0.0765970484604 %	0.0242495626418 %	0.00786369593709 %	0.056171168871 %
TComPicSym::deriveLoopFilterBoundaryAvailibility	36683	18216	7251	84	2611	27	48	0	0	36551	15605	7224	4.37972646822 %	0.228988904942 %	10.358503161 %	0.0772325020113 %	0.130850802824 %	0.0 %
operator	36465	13260	13260	18	189	5	3	4	2	36444	13067	13253	0.336588076526 %	0.0493624023036 %	0.731523378582 %	0.0142891164563 %	0.0082270670506 %	0.0226244343891 %
operator	36465	13260	13260	16	37	0	6	4	0	36443	13219	13260	0.0841470191315 %	0.0438776909365 %	0.1395173454 %	0.0158767960626 %	0.0164541341012 %	0.0150829562594 %
_IO_file_overflow@@GLIBC_2.1	31726	9386	5424	47	7	30	19	0	7	31660	9379	5387	0.180505415162 %	0.148143478535 %	0.249831195138 %	0.0558707237408 %	0.059887789195 %	0.0472653612424 %
TEncSbac::codeSAOBlkParam	30677	8736	8848	26	111	0	15	0	0	30636	8625	8848	0.283873106649 %	0.0847540502657 %	0.631255686988 %	0.0310809970784 %	0.048896567461 %	0.0 %
copyPlane	27915	12495	9840	15	70	0	13	2	0	27887	12423	9840	0.169154228856 %	0.0537345513165 %	0.313409447056 %	0.0298507462687 %	0.0465699444743 %	0.00895455563018 %
TEncSampleAdaptiveOffset::deriveModeMergeRDO	27449	11446	8779	42	64	0	32	0	0	27375	11382	8779	0.222343415698 %	0.153011038654 %	0.316440049444 %	0.0671225405882 %	0.116579838974 %	0.0 %
0x001366bb	27070	27070	0	13	0	0	0	0	0	27057	27070	0	0 %	0 %	0 %	0 %	0 %	0 %
std::_Rb_tree_insert_and_rebalance	25855	9053	6345	46	71	8	11	0	0	25798	8982	6337	0.303008266065 %	0.177915296848 %	0.51305364333 %	0.0266647274138 %	0.0425449622897 %	0.0 %
0x001366bf	24952	24952	0	29	0	0	5	0	0	24918	24952	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xGetIntraBitsQTChroma	24832	12416	10088	850	771	0	4	0	0	23978	11645	10088	3.42445496028 %	3.42300257732 %	3.42605758976 %	0.00845022815616 %	0.0161082474227 %	0.0 %
std::string::find_first_of	24342	8340	7652	76	0	0	3	0	0	24263	8340	7652	0.188426637576 %	0.312217566346 %	0.0 %	0.00743789358854 %	0.0123243776189 %	0.0 %
std::istreambuf_iterator<char,	24120	7336	5852	298	42	0	26	0	0	23796	7294	5852	0.91133269004 %	1.23548922056 %	0.31847133758 %	0.0696901468854 %	0.107794361526 %	0.0 %
__strlen_sse2_bsf	23819	4713	1330	15	830	0	6	755	0	23798	3128	1330	2.82968320943 %	0.0629749359755 %	13.7348998842 %	2.54838925725 %	0.0251899743902 %	12.4937944729 %
TComSlice::initEqualRef	23690	750	5850	55	0	162	33	0	144	23602	750	5544	0.716408055464 %	0.232165470663 %	2.45454545455 %	0.584351271047 %	0.139299282398 %	2.18181818182 %
pow	23680	8880	8880	15	0	358	15	0	0	23650	8880	8522	0.900096525097 %	0.0633445945946 %	2.01576576577 %	0.0361969111969 %	0.0633445945946 %	0.0 %
std::basic_string<char,	22936	8192	6554	56	9	0	4	0	0	22876	8183	6554	0.172496152009 %	0.244157656087 %	0.0610335006103 %	0.0106151478159 %	0.0174398325776 %	0.0 %
0x0006e55f	21730	4346	0	11	0	0	6	0	0	21713	4346	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Options::~Options	21142	8163	5051	12	1783	0	12	2	0	21118	6378	5051	5.22470601933 %	0.0567590577996 %	13.4932647192 %	0.040749796251 %	0.0567590577996 %	0.0151354623884 %
TEncSlice::compressSlice	21111	11302	6945	1795	4150	370	68	38	3	19248	7114	6572	16.0450226129 %	8.50267632988 %	24.771195265 %	0.276944966716 %	0.322106958458 %	0.224694470324 %
_dl_name_match_p	20612	5140	6458	33	147	20	6	7	7	20573	4986	6431	0.620925178516 %	0.16010091209 %	1.43990343163 %	0.0620925178516 %	0.0291092567436 %	0.120710467322 %
strchrnul	20352	2577	341	40	125	0	24	107	0	20288	2345	341	0.709067468844 %	0.196540880503 %	4.28375599726 %	0.562956596476 %	0.117924528302 %	3.66689513365 %
std::string::_Rep::_M_destroy	20255	7366	7366	24	16	1	7	1	0	20224	7349	7365	0.117186383514 %	0.118489261911 %	0.115395058376 %	0.0228656358076 %	0.0345593680573 %	0.00678794461037 %
std::codecvt<char,	20120	2515	0	9	0	0	2	0	0	20109	2515	0	0 %	0 %	0 %	0 %	0 %	0 %
__mpn_divrem	18779	6616	4218	56	0	25	36	0	4	18687	6616	4189	0.273528517881 %	0.298205442249 %	0.23075503046 %	0.135075811299 %	0.191703498589 %	0.0369208048735 %
df::program_options_lite::scanLine	18413	5126	7104	256	38	0	19	0	0	18138	5088	7104	0.959436086545 %	1.39032205507 %	0.310711365495 %	0.06200437294 %	0.103187965025 %	0.0 %
std::locale::id::_M_id	17798	6611	2265	41	172	0	4	16	0	17753	6423	2265	0.798530404139 %	0.230362962131 %	1.93780982425 %	0.0749793806703 %	0.0224744353298 %	0.180261379 %
_dl_fixup	17695	6847	3326	43	1191	23	12	207	7	17640	5449	3296	4.51054973446 %	0.243006499011 %	11.9335495921 %	0.810965982489 %	0.0678157671659 %	2.10360758872 %
std::_Rb_tree<std::string,	17196	4878	4101	93	687	0	4	0	0	17099	4191	4101	2.97994269341 %	0.540823447313 %	7.6511861009 %	0.0152817574021 %	0.0232612235404 %	0.0 %
std::basic_string<char,	17116	5268	7242	151	8	74	4	0	71	16961	5260	7097	0.786471342739 %	0.882215470904 %	0.655475619504 %	0.253156011611 %	0.0233699462491 %	0.567545963229 %
std::_Rb_tree<std::string,	17092	5413	3659	24	1110	0	23	0	0	17045	4303	3659	4.33419966366 %	0.140416569155 %	12.2354497354 %	0.087907047852 %	0.134565878774 %	0.0 %
std::locale::locale	17091	5697	5697	215	1	15	8	0	5	16868	5696	5677	0.810953133228 %	1.25797203206 %	0.140424784975 %	0.0456380551167 %	0.0468082616582 %	0.0438827453045 %
TEncSlice::encodeSlice	17085	7551	5277	115	630	119	59	5	5	16911	6916	5153	2.88837629124 %	0.673105062921 %	5.83879014655 %	0.230668939926 %	0.345332162716 %	0.0779544745868 %
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	0	586	2	0	570	16920	9672	6098	1.74288077514 %	0.0236322816968 %	3.46212926858 %	1.68970814132 %	0.0118161408484 %	3.36760014179 %
TEncSampleAdaptiveOffset::decideBlkParams	16167	5002	7199	67	494	152	44	0	7	16056	4508	7040	2.51339537507 %	0.414424444857 %	5.29464797967 %	0.179780033841 %	0.272159336921 %	0.057372346529 %
TComDataCU::TComDataCU	16132	296	12432	41	0	1514	18	0	1505	16073	296	9413	5.38808038808 %	0.254153235805 %	11.8950345695 %	5.2772002772 %	0.111579469378 %	11.8243243243 %
TEncSbac::codeSaoUflc	15852	9247	5284	0	0	0	0	0	0	15852	9247	5284	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
SAOOffset::SAOOffset	15270	4581	6108	7	0	50	2	0	0	15261	4581	6058	0.219577025309 %	0.0458415193189 %	0.467770605295 %	0.00770445702839 %	0.0130975769483 %	0.0 %
SAOBlkParam::operator=	14715	3270	7085	8	0	0	4	0	0	14703	3270	7085	0.0319106501795 %	0.0543662928984 %	0.0 %	0.0159553250897 %	0.0271831464492 %	0.0 %
std::basic_istream<char,	14444	5080	3817	45	20	0	13	1	0	14386	5059	3817	0.278479928024 %	0.311548047632 %	0.224794874677 %	0.0599802921897 %	0.090002769316 %	0.0112397437338 %
TComSampleAdaptiveOffset::offsetCTU	14360	4742	3140	34	515	19	30	1	0	14296	4226	3121	2.55372718281 %	0.236768802228 %	6.77493022076 %	0.1393759554 %	0.208913649025 %	0.0126871352449 %
__memmove_ssse3	13992	3689	2750	233	483	856	91	45	270	13668	3161	1624	7.69419020116 %	1.66523727844 %	20.7951545271 %	1.98717634966 %	0.650371640938 %	4.89206398509 %
std::locale::_Impl::_M_install_facet	13834	4652	332	7	4	0	7	0	0	13820	4648	332	0.0584546710596 %	0.0505999710857 %	0.0802568218299 %	0.0371984270379 %	0.0505999710857 %	0.0 %
std::string::find_last_not_of	13747	3605	4072	3	0	0	2	0	0	13742	3605	4072	0.014002987304 %	0.0218229431876 %	0.0 %	0.00933532486931 %	0.0145486287917 %	0.0 %
TAppEncCfg::xCheckParameter	13487	5344	2492	171	38	77	169	1	1	13147	5305	2414	1.34127467992 %	1.26788759546 %	1.46758550281 %	0.801950944989 %	1.25305850078 %	0.0255232261358 %
std::string::_Rep::_M_dispose	13466	4126	2648	18	542	0	4	0	0	13444	3584	2648	2.76679841897 %	0.133669983663 %	8.00118098612 %	0.0197628458498 %	0.0297044408139 %	0.0 %
std::locale::~locale	13104	4368	2496	23	9	0	4	0	0	13077	4359	2496	0.160256410256 %	0.175518925519 %	0.131118881119 %	0.0200320512821 %	0.030525030525 %	0.0 %
TComTrQuant::setFlatScalingList	13010	2185	7945	15	5	175	8	0	0	12987	2180	7770	0.842696629213 %	0.115295926211 %	1.77690029615 %	0.0345721694036 %	0.0614911606457 %	0.0 %
std::string::find	12632	3951	3158	9	52	0	3	0	0	12620	3899	3158	0.309001570336 %	0.0712476250792 %	0.731467154311 %	0.0151967985411 %	0.0237492083597 %	0.0 %
std::basic_ios<char,	12464	3744	5921	232	231	0	36	30	0	12196	3483	5921	2.09227710244 %	1.86136071887 %	2.39006725297 %	0.298251163631 %	0.288831835687 %	0.310398344542 %
SAOBlkParam::~SAOBlkParam	12307	1985	3970	6	0	1	2	0	0	12299	1985	3969	0.0383309604644 %	0.0487527423418 %	0.016792611251 %	0.0109517029898 %	0.0162509141139 %	0.0 %
std::vector<unsigned	11732	3391	3129	88	74	75	23	4	5	11621	3313	3049	1.29848783695 %	0.750085236959 %	2.28527607362 %	0.175323252246 %	0.196045005114 %	0.138036809816 %
putc	11368	3857	3045	9	3	0	5	0	0	11354	3854	3045	0.0656814449918 %	0.079169598874 %	0.0434656621269 %	0.0273672687466 %	0.0439831104856 %	0.0 %
TComCUMvField::destroy	11248	3552	3848	3	112	36	3	73	27	11242	3367	3785	0.809738309738 %	0.0266714082504 %	2.0 %	0.552338052338 %	0.0266714082504 %	1.35135135135 %
std::ios_base::ios_base	11200	960	5120	95	25	81	11	10	46	11094	925	4993	1.16319444444 %	0.848214285714 %	1.74342105263 %	0.387731481481 %	0.0982142857143 %	0.921052631579 %
std::string::_M_leak_hard	11026	3863	3539	230	3	0	3	0	0	10793	3860	3539	1.26438029086 %	2.08597859605 %	0.0405295865982 %	0.0162795745605 %	0.0272084164702 %	0.0 %
TEncSbac::codeSaoMerge	11018	5509	3148	0	264	2	0	0	0	11018	5245	3146	1.35196950445 %	0.0 %	3.07265796465 %	0.0 %	0.0 %	0.0 %
TEncBinCABAC::encodeAlignedBinsEP	10851	2594	2328	10	0	0	4	0	0	10837	2594	2328	0.0633994801243 %	0.0921574048475 %	0.0 %	0.0253597920497 %	0.036862961939 %	0.0 %
std::string::append	10765	4427	3855	107	6	28	9	5	6	10649	4416	3821	0.740274058907 %	0.993961913609 %	0.410528857764 %	0.105003412611 %	0.0836042731073 %	0.132818159865 %
TComPic::getSAOMergeAvailability	10440	7200	1080	18	1057	0	6	2	0	10416	6141	1080	5.74252136752 %	0.172413793103 %	12.7657004831 %	0.042735042735 %	0.0574712643678 %	0.024154589372 %
std::ios_base::_M_init	10403	3469	4729	51	24	0	18	10	0	10334	3435	4729	0.40320412881 %	0.490243199077 %	0.292754330324 %	0.150529541423 %	0.173027011439 %	0.121980970969 %
std::__detail::_List_node_base::_M_hook	10368	5760	4608	22	20	14	6	6	0	10340	5734	4594	0.270061728395 %	0.212191358025 %	0.327932098765 %	0.0578703703704 %	0.0578703703704 %	0.0578703703704 %
__overflow	9922	4699	3133	16	17	5	6	1	0	9900	4681	3128	0.214036273516 %	0.161257810925 %	0.280898876404 %	0.039427734595 %	0.060471679097 %	0.0127681307457 %
std::basic_ios<char,	9649	2492	4669	180	27	0	19	10	0	9450	2455	4669	1.23140987507 %	1.86547828791 %	0.377042312526 %	0.17251635931 %	0.196911597057 %	0.139645300936 %
bool	9645	3734	2801	61	66	0	15	30	0	9569	3638	2801	0.784919653894 %	0.632452047693 %	1.00994644223 %	0.278121137206 %	0.155520995334 %	0.459066564652 %
bool	9641	3732	2799	135	35	0	12	10	0	9494	3687	2799	1.05119960425 %	1.40026968157 %	0.5359056806 %	0.136037595845 %	0.124468416139 %	0.153115908743 %
bool	9641	3732	2799	42	17	0	4	5	0	9595	3710	2799	0.364828097947 %	0.435639456488 %	0.260297044863 %	0.0556517437546 %	0.0414894720465 %	0.0765579543715 %
0x00019b20	9548	9548	0	1	0	0	1	0	0	9546	9548	0	0 %	0 %	0 %	0 %	0 %	0 %
SAOBlkParam::SAOBlkParam	9528	2382	5161	16	0	0	6	0	0	9506	2382	5161	0.0937262023314 %	0.16792611251 %	0.0 %	0.0351473258743 %	0.0629722921914 %	0.0 %
btowc	9472	2944	1920	4	4	0	4	0	0	9464	2940	1920	0.0558035714286 %	0.0422297297297 %	0.0822368421053 %	0.0279017857143 %	0.0422297297297 %	0.0 %
initZscanToRaster	9459	3453	3591	2	0	32	2	0	32	9455	3453	3527	0.206023147307 %	0.0211438841315 %	0.45428733674 %	0.206023147307 %	0.0211438841315 %	0.45428733674 %
std::locale::operator=	9450	3465	2205	29	0	0	4	0	0	9417	3465	2205	0.191798941799 %	0.306878306878 %	0.0 %	0.026455026455 %	0.042328042328 %	0.0 %
sbrk	9375	2745	2050	15	97	60	8	3	0	9352	2645	1990	1.21383203952 %	0.16 %	3.27424400417 %	0.0776287932251 %	0.0853333333333 %	0.0625651720542 %
TEncGOP::compressGOP	9314	4263	3811	792	657	304	429	120	91	8093	3486	3416	10.0816655164 %	8.50332832295 %	11.9024027743 %	3.68069933287 %	4.60596950827 %	2.61332672777 %
__GI_mempcpy	9305	3595	1311	8	2	34	5	2	19	9292	3591	1258	0.309619308986 %	0.0859752821064 %	0.733795352629 %	0.182956864401 %	0.0537345513165 %	0.428047289034 %
std::ctype<char>	9164	3792	2844	99	0	0	10	0	0	9055	3792	2844	0.626582278481 %	1.08031427324 %	0.0 %	0.0632911392405 %	0.109122653863 %	0.0 %
systrim.isra.1	9132	2765	1908	13	11	4	7	0	0	9112	2754	1904	0.202825063383 %	0.142356548401 %	0.320992938155 %	0.0507062658457 %	0.0766535260622 %	0.0 %
std::num_get<char,	9019	3732	2799	61	0	0	10	0	0	8948	3732	2799	0.392282958199 %	0.67634992793 %	0.0 %	0.064308681672 %	0.110877037366 %	0.0 %
std::num_put<char,	9019	3732	2799	20	0	0	8	0	0	8991	3732	2799	0.128617363344 %	0.221754074731 %	0.0 %	0.0514469453376 %	0.0887016298924 %	0.0 %
__mpn_mul_1	8936	2813	1533	7	0	2	3	0	2	8926	2813	1529	0.0677608793856 %	0.0783348254252 %	0.0460193281178 %	0.037644932992 %	0.0335720680394 %	0.0460193281178 %
0x00084ec0	8863	2532	1267	10	28	0	2	11	0	8851	2493	1267	0.300110567051 %	0.112828613336 %	0.737036062122 %	0.102669404517 %	0.0225657226673 %	0.289549881548 %
std::string::assign	8811	3012	1872	72	28	0	14	0	0	8725	2984	1872	0.730193501278 %	0.817160367722 %	0.573300573301 %	0.102227090179 %	0.158892293724 %	0.0 %
std::string::reserve	8576	3388	2394	81	16	0	12	5	0	8483	3367	2394	0.67558155732 %	0.944496268657 %	0.276720857835 %	0.118400891489 %	0.139925373134 %	0.0864752680733 %
__printf_chk	8316	3036	2508	35	32	6	30	5	1	8251	2999	2501	0.526695526696 %	0.420875420875 %	0.685425685426 %	0.25974025974 %	0.36075036075 %	0.108225108225 %
std::basic_ostream<char,	8233	3871	2178	48	10	4	30	0	0	8155	3861	2174	0.434112869346 %	0.583019555448 %	0.231443213754 %	0.2100546142 %	0.364387222155 %	0.0 %
TComSampleAdaptiveOffset::getMergeList	8192	2248	2104	12	27	0	6	0	0	8174	2221	2104	0.310905612245 %	0.146484375 %	0.620404411765 %	0.0478316326531 %	0.0732421875 %	0.0 %
TComLoopFilter::loopFilterPic	8105	3125	4225	25	503	3	15	0	0	8065	2622	4222	3.43578130055 %	0.308451573103 %	6.8843537415 %	0.0970559689421 %	0.185070943862 %	0.0 %
std::ostreambuf_iterator<char,	7655	2235	2388	14	67	0	9	0	0	7632	2168	2388	0.659716566216 %	0.18288700196 %	1.44927536232 %	0.0733018406907 %	0.117570215545 %	0.0 %
SAOBlkParam::reset	7650	1700	3825	10	0	0	5	0	0	7635	1700	3825	0.0759013282732 %	0.130718954248 %	0.0 %	0.0379506641366 %	0.0653594771242 %	0.0 %
df::program_options_lite::Option<int>::~Option	7577	1991	1988	3	205	0	3	0	0	7571	1786	1988	1.79993077189 %	0.0395935066649 %	5.15204825333 %	0.0259605399792 %	0.0395935066649 %	0.0 %
std::basic_stringbuf<char,	7379	2728	1896	138	168	0	47	23	0	7194	2537	1896	2.54936265934 %	1.87017211004 %	3.63321799308 %	0.583187536449 %	0.636942675159 %	0.497404844291 %
std::_Rb_tree_decrement	7298	2919	0	88	14	0	3	0	0	7207	2905	0	0 %	0 %	0 %	0 %	0 %	0 %
hack_digit	7233	2366	2482	39	0	7	21	0	2	7173	2366	2473	0.380763181856 %	0.539195354625 %	0.144389438944 %	0.190381590928 %	0.290335960182 %	0.0412541254125 %
std::basic_filebuf<char,	6978	2423	2039	27	380	260	12	3	0	6939	2040	1779	5.83041958042 %	0.386930352537 %	14.343343792 %	0.131118881119 %	0.171969045572 %	0.0672344240251 %
TEncTop::TEncTop	6891	7	4162	22	2	531	22	0	527	6847	5	3104	5.01808318264 %	0.319257001887 %	12.7848404893 %	4.96383363472 %	0.319257001887 %	12.6409210842 %
TAppEncCfg::TAppEncCfg	6807	7	4101	16	2	525	16	0	525	6775	5	3051	4.97480531379 %	0.235052152196 %	12.8286270691 %	4.95648190563 %	0.235052152196 %	12.7799415774 %
TComPicSym::create	6620	1700	2745	38	636	176	38	0	28	6544	1064	2541	7.68187980117 %	0.574018126888 %	18.2677165354 %	0.596475372797 %	0.574018126888 %	0.629921259843 %
std::istream::operator>>	6615	2428	2493	40	6	24	5	0	0	6570	2422	2469	0.606796116505 %	0.604686318972 %	0.60963218858 %	0.0433425797503 %	0.0755857898715 %	0.0 %
std::string::_Rep::_M_clone	6600	2599	2398	191	11	2	15	5	0	6394	2583	2396	1.75907562301 %	2.89393939394 %	0.260156093656 %	0.172458394412 %	0.227272727273 %	0.100060036022 %
