BasketballDrive__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
write	123519	32521	13154	31	79	0	10	0	0	123478	32442	13154	0.0650141257964 %	0.0250973534436 %	0.172961138478 %	0.0059103750724 %	0.00809592046568 %	0.0 %
0x0006ce60	119412	119412	0	7	0	0	3	0	0	119402	119412	0	0 %	0 %	0 %	0 %	0 %	0 %
check_match.isra.0	117907	46876	21806	76	503	164	10	88	63	117821	46285	21579	0.398201394509 %	0.0644575809748 %	0.971142366268 %	0.0862859010981 %	0.00848126065458 %	0.21985381905 %
std::basic_filebuf<char,	116330	41446	27408	15	120	1	14	14	0	116301	41312	27407	0.073440470019 %	0.0128943522737 %	0.17573416214 %	0.0151200967686 %	0.0120347287888 %	0.0203328782642 %
TComOutputBitstream::addSubstream	115186	51206	51156	10	238	1	4	1	0	115172	50967	51155	0.114457499035 %	0.0086816106124 %	0.233485082355 %	0.00229834335411 %	0.00347264424496 %	0.000976925030773 %
TEncSbac::TEncSbac	112788	1404	48750	58	0	5021	29	0	5004	112701	1404	38725	3.11706005818 %	0.0514239103451 %	10.0111656099 %	3.08882915393 %	0.0257119551725 %	9.97727000837 %
std::ostream::write	111504	55752	31512	34	15	0	20	9	0	111450	55728	31512	0.0246518554294 %	0.0304921796527 %	0.0171892189219 %	0.0145898736215 %	0.0179365762663 %	0.0103135313531 %
TEncCu::xCompressCU	107785	48567	38939	7981	27279	2622	179	13	1	99625	21275	36316	19.3977193009 %	7.40455536485 %	34.1702283272 %	0.0988268788628 %	0.166071345735 %	0.0159989029324 %
SAOOffset::operator=	105020	71200	65860	4	2702	3237	2	0	1104	105014	68498	61519	2.45497356246 %	0.00380879832413 %	4.33313877134 %	0.45687376074 %	0.00190439916206 %	0.805486648183 %
__dynamic_cast	99060	40005	36195	46	164	2	24	55	0	98990	39786	36193	0.120963140477 %	0.0464365031294 %	0.217847769029 %	0.0450758872532 %	0.0242277407632 %	0.0721784776903 %
std::istream::read	98400	43200	36000	10	16	5	9	2	4	98381	43182	35991	0.017454954955 %	0.010162601626 %	0.0265151515152 %	0.00844594594595 %	0.00914634146341 %	0.00757575757576 %
std::basic_filebuf<char,	96004	40802	26402	19	22	0	15	9	0	95970	40771	26402	0.0251213175825 %	0.0197908420482 %	0.0327361466579 %	0.0147051615117 %	0.0156243489855 %	0.0133920599964 %
std::istream::sentry::sentry	91775	38494	19182	26	24	0	8	7	0	91741	38463	19182	0.0334557814936 %	0.028330155271 %	0.0416117622581 %	0.0100367344481 %	0.00871697085263 %	0.012136763992 %
TComPicYuv::create	87100	6578	15482	42	17	1594	24	0	1553	87034	6561	12335	1.51429094907 %	0.0482204362801 %	7.30281051677 %	1.44466837669 %	0.0275545350172 %	7.0398912058 %
operator	86981	31630	31630	100	69	2	12	5	0	86869	31556	31628	0.113817133805 %	0.11496763661 %	0.112235219728 %	0.0113151536531 %	0.0137961163932 %	0.00790388871325 %
TEncCu::deriveTestModeAMP	83818	29055	14996	9724	11186	0	23	0	0	74071	17869	14996	16.3526734392 %	11.601326684 %	25.3932941363 %	0.0179871587328 %	0.0274404065952 %	0.0 %
ContextModel3DBuffer::initBuffer	76720	26400	24540	42	595	4	5	136	0	76673	25669	24536	0.50211499295 %	0.0547445255474 %	1.1758932077 %	0.110449631835 %	0.00651720542231 %	0.26698076168 %
TEncBinCABAC::encodeBinEP	73419	23404	23555	12	0	0	7	0	0	73400	23404	23555	0.00996859891342 %	0.0163445429657 %	0.0 %	0.00581501603283 %	0.00953431673 %	0.0 %
__pow_finite	72231	7361	1480	30	540	0	30	10	0	72171	6811	1480	0.703078744819 %	0.0415334136313 %	6.10790634544 %	0.0493388592856 %	0.0415334136313 %	0.113109376767 %
std::ostream::sentry::sentry	69930	28490	18130	21	31	0	12	13	0	69897	28446	18130	0.044616044616 %	0.03003003003 %	0.0664950664951 %	0.02145002145 %	0.01716001716 %	0.027885027885 %
ContextModel3DBuffer::calcCost	69626	23862	14912	16	361	0	4	37	0	69606	23464	14912	0.34778597786 %	0.0229799212938 %	0.931036261412 %	0.0378228782288 %	0.00574498032344 %	0.0954247691752 %
_dl_addr	61676	20724	1946	12	1622	3	12	1369	0	61652	17733	1943	1.94081521353 %	0.0194565146897 %	7.16806352007 %	1.63730348801 %	0.0194565146897 %	6.03881782091 %
TComDataCU::getCtxInterDir	61035	61035	0	10873	252	0	0	0	0	50162	60783	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_string<char,	60712	22892	11396	9	573	31	3	1	25	60700	22318	11340	0.645263157895 %	0.0148240874951 %	1.76154923005 %	0.0305263157895 %	0.00494136249835 %	0.0758282781148 %
TEncSampleAdaptiveOffset::getStatistics	56930	22880	16470	95	2313	264	55	40	0	56780	20527	16206	2.77523888658 %	0.166871596698 %	6.54891994917 %	0.0986705442459 %	0.0966098717724 %	0.10165184244 %
vfprintf	55900	17961	15010	531	143	103	234	49	31	55135	17769	14876	0.874300953067 %	0.949910554562 %	0.74611021807 %	0.353321105873 %	0.418604651163 %	0.242637469291 %
TAppEncCfg::parseCfg	54581	25430	35026	1250	506	908	1080	1	624	52251	24923	33494	2.31577666316 %	2.29017423646 %	2.33889109435 %	1.48213183584 %	1.9787105403 %	1.03380971285 %
0x0006dd0f	54270	10854	0	13	0	0	5	0	0	54252	10854	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_Rep::_S_create	54018	11048	12889	96	18	333	15	1	329	53907	11029	12227	0.573407735232 %	0.177718538265 %	1.46634916656 %	0.442563017125 %	0.0277685216039 %	1.37861887455 %
_IO_file_xsputn@@GLIBC_2.1	50913	12685	6983	66	24	38	29	15	11	50818	12646	6934	0.181351921905 %	0.129632903188 %	0.315232865568 %	0.0779246539437 %	0.0569599120068 %	0.132194427496 %
std::string::find_first_not_of	50868	18095	16770	12	0	0	3	0	0	50853	18095	16770	0.0139969440006 %	0.0235904694503 %	0.0 %	0.00349923600014 %	0.00589761736259 %	0.0 %
TEncCu::xEncodeCU	50504	24884	13038	1473	3534	351	25	15	0	49006	21335	12687	6.05930382467 %	2.91660066529 %	10.2447128316 %	0.0452355642006 %	0.0495010296214 %	0.0395548757977 %
char*	50058	14633	16209	33	6	334	10	0	329	50015	14627	15546	0.461063040791 %	0.0659235287067 %	1.10239284093 %	0.419035846724 %	0.0199768268808 %	1.0667271902 %
TComDataCU::destroy	49464	13667	19617	14	1223	149	14	869	105	49436	11575	19363	1.67496495384 %	0.0283034125829 %	4.12210070905 %	1.19398656161 %	0.0283034125829 %	2.92633096984 %
TComDataCU::create	49429	12586	25933	36	771	1067	32	0	0	49361	11815	24866	2.13080456633 %	0.0728317384531 %	4.77167112334 %	0.0363851366717 %	0.0647393230695 %	0.0 %
std::_Rb_tree<std::string,	48478	16951	15541	19	22	4	14	0	0	48445	16929	15537	0.0555761393109 %	0.0391930360163 %	0.0800196971562 %	0.0172903544523 %	0.0288790791699 %	0.0 %
__cxxabiv1::__vmi_class_type_info::__do_dyncast	45148	20066	11288	148	65	12	46	21	1	44954	19980	11275	0.29410995791 %	0.327810755737 %	0.245582700772 %	0.0888865650571 %	0.101887126783 %	0.0701664859348 %
std::string::_M_mutate	45136	15643	9639	36	1	11	17	0	8	45083	15642	9620	0.0681643897867 %	0.0797589507267 %	0.0474645993197 %	0.0355022863472 %	0.0376639489543 %	0.0316430662131 %
__cxxabiv1::__si_class_type_info::__do_dyncast	44730	20448	10224	52	0	0	18	0	0	44660	20448	10224	0.0689636879658 %	0.116253074 %	0.0 %	0.0238720458343 %	0.0402414486922 %	0.0 %
__printf_fp	42773	11958	8727	572	84	48	321	27	9	41880	11847	8670	1.10939519052 %	1.33729221705 %	0.638143582306 %	0.562576822465 %	0.7504734295 %	0.174039158811 %
TEncSbac::codeSaoTypeIdx	41280	19440	14160	8	514	13	7	4	0	41265	18922	14147	0.714476495726 %	0.0193798449612 %	1.56845238095 %	0.0146901709402 %	0.0169573643411 %	0.0119047619048 %
char*	38150	8968	10615	186	0	15	3	0	11	37961	8968	10589	0.348154435072 %	0.4875491481 %	0.0765970484604 %	0.0242495626418 %	0.00786369593709 %	0.056171168871 %
TComPicSym::deriveLoopFilterBoundaryAvailibility	36683	18216	7251	84	2612	19	48	1	0	36551	15603	7232	4.36846339501 %	0.228988904942 %	10.3310166097 %	0.0788415124698 %	0.130850802824 %	0.00392665017474 %
operator	36465	13260	13260	18	189	5	9	4	2	36438	13067	13253	0.336588076526 %	0.0493624023036 %	0.731523378582 %	0.0238151940938 %	0.0246812011518 %	0.0226244343891 %
operator	36465	13260	13260	16	35	0	9	4	0	36440	13221	13260	0.080971659919 %	0.0438776909365 %	0.13197586727 %	0.0206398348813 %	0.0246812011518 %	0.0150829562594 %
_IO_file_overflow@@GLIBC_2.1	31726	9386	5424	47	7	30	19	0	7	31660	9379	5387	0.180505415162 %	0.148143478535 %	0.249831195138 %	0.0558707237408 %	0.059887789195 %	0.0472653612424 %
TEncSbac::codeSAOBlkParam	30677	8736	8848	26	111	0	20	0	0	30631	8625	8848	0.283873106649 %	0.0847540502657 %	0.631255686988 %	0.0414413294378 %	0.0651954232813 %	0.0 %
copyPlane	27915	12495	9840	15	80	0	13	2	0	27887	12413	9840	0.189054726368 %	0.0537345513165 %	0.358182225207 %	0.0298507462687 %	0.0465699444743 %	0.00895455563018 %
TEncSampleAdaptiveOffset::deriveModeMergeRDO	27449	11446	8779	42	68	0	32	0	0	27375	11378	8779	0.230733733272 %	0.153011038654 %	0.336217552534 %	0.0671225405882 %	0.116579838974 %	0.0 %
0x001366bb	27070	27070	0	13	0	0	0	0	0	27057	27070	0	0 %	0 %	0 %	0 %	0 %	0 %
std::_Rb_tree_insert_and_rebalance	25855	9053	6345	46	69	8	11	0	0	25798	8984	6337	0.298160133808 %	0.177915296848 %	0.500064943499 %	0.0266647274138 %	0.0425449622897 %	0.0 %
0x001366bf	24952	24952	0	29	0	0	5	0	0	24918	24952	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xGetIntraBitsQTChroma	24832	12416	10088	850	771	0	6	0	0	23976	11645	10088	3.42445496028 %	3.42300257732 %	3.42605758976 %	0.0126753422342 %	0.024162371134 %	0.0 %
std::string::find_first_of	24342	8340	7652	76	0	0	3	0	0	24263	8340	7652	0.188426637576 %	0.312217566346 %	0.0 %	0.00743789358854 %	0.0123243776189 %	0.0 %
std::istreambuf_iterator<char,	24120	7336	5852	298	32	0	26	0	0	23796	7304	5852	0.884528787391 %	1.23548922056 %	0.242644828632 %	0.0696901468854 %	0.107794361526 %	0.0 %
__strlen_sse2_bsf	23820	4713	1330	17	830	0	6	755	0	23797	3128	1330	2.83628570472 %	0.071368597817 %	13.7348998842 %	2.54830392124 %	0.0251889168766 %	12.4937944729 %
TComSlice::initEqualRef	23690	750	5850	55	0	162	33	0	145	23602	750	5543	0.716408055464 %	0.232165470663 %	2.45454545455 %	0.587652690657 %	0.139299282398 %	2.19696969697 %
pow	23680	8880	8880	15	0	358	15	0	2	23650	8880	8520	0.900096525097 %	0.0633445945946 %	2.01576576577 %	0.0410231660232 %	0.0633445945946 %	0.0112612612613 %
std::basic_string<char,	22936	8192	6554	56	9	0	4	0	0	22876	8183	6554	0.172496152009 %	0.244157656087 %	0.0610335006103 %	0.0106151478159 %	0.0174398325776 %	0.0 %
0x0006e55f	21730	4346	0	11	0	0	6	0	0	21713	4346	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Options::~Options	21142	8163	5051	12	1785	0	12	2	0	21118	6376	5051	5.23052741879 %	0.0567590577996 %	13.5084001816 %	0.040749796251 %	0.0567590577996 %	0.0151354623884 %
TEncSlice::compressSlice	21111	11302	6945	1795	3709	518	68	52	0	19248	7541	6427	15.3005742162 %	8.50267632988 %	23.1654518551 %	0.304893541338 %	0.322106958458 %	0.284978352606 %
_dl_name_match_p	20612	5140	6458	33	148	18	6	7	7	20573	4985	6433	0.617820552623 %	0.16010091209 %	1.43128125539 %	0.0620925178516 %	0.0291092567436 %	0.120710467322 %
strchrnul	20352	2577	341	40	125	0	24	107	0	20288	2345	341	0.709067468844 %	0.196540880503 %	4.28375599726 %	0.562956596476 %	0.117924528302 %	3.66689513365 %
std::string::_Rep::_M_destroy	20255	7366	7366	24	16	3	7	1	0	20224	7349	7363	0.122902792466 %	0.118489261911 %	0.128970947597 %	0.0228656358076 %	0.0345593680573 %	0.00678794461037 %
std::codecvt<char,	20120	2515	0	9	0	0	3	0	0	20108	2515	0	0 %	0 %	0 %	0 %	0 %	0 %
__mpn_divrem	18699	6598	4204	54	0	19	36	0	6	18609	6598	4179	0.247449239009 %	0.288785496551 %	0.175893353083 %	0.14236805532 %	0.192523664367 %	0.0555452693946 %
df::program_options_lite::scanLine	18413	5126	7104	256	38	0	19	0	0	18138	5088	7104	0.959436086545 %	1.39032205507 %	0.310711365495 %	0.06200437294 %	0.103187965025 %	0.0 %
std::locale::id::_M_id	17798	6611	2265	41	172	0	8	16	0	17749	6423	2265	0.798530404139 %	0.230362962131 %	1.93780982425 %	0.0899752568044 %	0.0449488706596 %	0.180261379 %
_dl_fixup	17695	6847	3326	43	1193	21	12	213	5	17640	5441	3300	4.51054973446 %	0.243006499011 %	11.9335495921 %	0.82531936271 %	0.0678157671659 %	2.14292735673 %
std::_Rb_tree<std::string,	17196	4878	4101	93	691	0	4	0	0	17099	4187	4101	2.99522445081 %	0.540823447313 %	7.69573449159 %	0.0152817574021 %	0.0232612235404 %	0.0 %
std::basic_string<char,	17116	5268	7242	151	8	74	4	0	71	16961	5260	7097	0.786471342739 %	0.882215470904 %	0.655475619504 %	0.253156011611 %	0.0233699462491 %	0.567545963229 %
std::_Rb_tree<std::string,	17092	5413	3659	24	1110	0	23	0	0	17045	4303	3659	4.33419966366 %	0.140416569155 %	12.2354497354 %	0.087907047852 %	0.134565878774 %	0.0 %
std::locale::locale	17091	5697	5697	215	2	15	8	0	5	16868	5695	5677	0.814463752852 %	1.25797203206 %	0.149201334035 %	0.0456380551167 %	0.0468082616582 %	0.0438827453045 %
TEncSlice::encodeSlice	17085	7551	5277	115	720	34	59	9	0	16911	6822	5243	2.90509143182 %	0.673105062921 %	5.87776738385 %	0.227325911811 %	0.345332162716 %	0.0701590271282 %
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	0	588	2	0	573	16920	9672	6093	1.74878884556 %	0.0236322816968 %	3.47394540943 %	1.69857024696 %	0.0118161408484 %	3.38532435307 %
TEncSampleAdaptiveOffset::decideBlkParams	16167	5002	7199	67	631	173	44	0	7	16056	4371	7019	3.07036097011 %	0.414424444857 %	6.58962380133 %	0.179780033841 %	0.272159336921 %	0.057372346529 %
TComDataCU::TComDataCU	16132	296	12432	41	0	1514	19	0	1505	16072	296	9413	5.38808038808 %	0.254153235805 %	11.8950345695 %	5.28066528067 %	0.117778328788 %	11.8243243243 %
TEncSbac::codeSaoUflc	15852	9247	5284	0	0	0	0	0	0	15852	9247	5284	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
SAOOffset::SAOOffset	15270	4581	6108	7	0	74	2	0	0	15261	4581	6034	0.31203050965 %	0.0458415193189 %	0.692300495837 %	0.00770445702839 %	0.0130975769483 %	0.0 %
SAOBlkParam::operator=	14715	3270	7085	8	0	0	4	0	0	14703	3270	7085	0.0319106501795 %	0.0543662928984 %	0.0 %	0.0159553250897 %	0.0271831464492 %	0.0 %
std::basic_istream<char,	14444	5080	3817	46	23	0	13	1	0	14385	5056	3817	0.295617154364 %	0.31847133758 %	0.258514105878 %	0.0599802921897 %	0.090002769316 %	0.0112397437338 %
TComSampleAdaptiveOffset::offsetCTU	14360	4742	3140	34	498	19	30	1	0	14296	4243	3121	2.47729520727 %	0.236768802228 %	6.55924892159 %	0.1393759554 %	0.208913649025 %	0.0126871352449 %
__memmove_ssse3	13992	3689	2750	233	484	857	91	45	270	13668	3160	1623	7.70397924722 %	1.66523727844 %	20.8262152508 %	1.98717634966 %	0.650371640938 %	4.89206398509 %
std::locale::_Impl::_M_install_facet	13834	4652	332	7	4	0	7	0	0	13820	4648	332	0.0584546710596 %	0.0505999710857 %	0.0802568218299 %	0.0371984270379 %	0.0505999710857 %	0.0 %
std::string::find_last_not_of	13747	3605	4072	3	0	0	2	0	0	13742	3605	4072	0.014002987304 %	0.0218229431876 %	0.0 %	0.00933532486931 %	0.0145486287917 %	0.0 %
TAppEncCfg::xCheckParameter	13487	5344	2492	171	34	82	169	1	1	13147	5309	2409	1.34596445153 %	1.26788759546 %	1.48034711588 %	0.801950944989 %	1.25305850078 %	0.0255232261358 %
std::string::_Rep::_M_dispose	13466	4126	2648	18	542	0	4	0	0	13444	3584	2648	2.76679841897 %	0.133669983663 %	8.00118098612 %	0.0197628458498 %	0.0297044408139 %	0.0 %
std::locale::~locale	13104	4368	2496	23	7	0	8	0	0	13073	4361	2496	0.150240384615 %	0.175518925519 %	0.101981351981 %	0.0400641025641 %	0.0610500610501 %	0.0 %
TComTrQuant::setFlatScalingList	13010	2185	7945	15	5	0	8	0	0	12987	2180	7945	0.0864304235091 %	0.115295926211 %	0.0493583415597 %	0.0345721694036 %	0.0614911606457 %	0.0 %
std::string::find	12632	3951	3158	9	53	0	3	0	0	12620	3898	3158	0.31406716985 %	0.0712476250792 %	0.745533830356 %	0.0151967985411 %	0.0237492083597 %	0.0 %
std::basic_ios<char,	12464	3744	5921	232	216	0	45	30	0	12187	3498	5921	2.02449274707 %	1.86136071887 %	2.2348680807 %	0.338921776854 %	0.361039794608 %	0.310398344542 %
SAOBlkParam::~SAOBlkParam	12307	1985	3970	6	0	1	2	0	0	12299	1985	3969	0.0383309604644 %	0.0487527423418 %	0.016792611251 %	0.0109517029898 %	0.0162509141139 %	0.0 %
std::vector<unsigned	11732	3391	3129	88	74	75	23	4	6	11621	3313	3048	1.29848783695 %	0.750085236959 %	2.28527607362 %	0.180802103879 %	0.196045005114 %	0.153374233129 %
putc	11368	3857	3045	9	3	0	5	0	0	11354	3854	3045	0.0656814449918 %	0.079169598874 %	0.0434656621269 %	0.0273672687466 %	0.0439831104856 %	0.0 %
TComCUMvField::destroy	11248	3552	3848	3	112	36	3	73	27	11242	3367	3785	0.809738309738 %	0.0266714082504 %	2.0 %	0.552338052338 %	0.0266714082504 %	1.35135135135 %
std::ios_base::ios_base	11200	960	5120	95	25	70	26	10	45	11079	925	5005	1.09953703704 %	0.848214285714 %	1.5625 %	0.46875 %	0.232142857143 %	0.904605263158 %
std::string::_M_leak_hard	11026	3863	3539	230	3	0	3	0	0	10793	3860	3539	1.26438029086 %	2.08597859605 %	0.0405295865982 %	0.0162795745605 %	0.0272084164702 %	0.0 %
TEncSbac::codeSaoMerge	11018	5509	3148	0	154	2	0	0	0	11018	5355	3146	0.792884371029 %	0.0 %	1.80200993416 %	0.0 %	0.0 %	0.0 %
TEncBinCABAC::encodeAlignedBinsEP	10851	2594	2328	10	0	0	4	0	0	10837	2594	2328	0.0633994801243 %	0.0921574048475 %	0.0 %	0.0253597920497 %	0.036862961939 %	0.0 %
std::string::append	10765	4427	3855	107	6	27	9	5	6	10649	4416	3822	0.735023888276 %	0.993961913609 %	0.398454479594 %	0.105003412611 %	0.0836042731073 %	0.132818159865 %
TComPic::getSAOMergeAvailability	10440	7200	1080	18	1076	0	6	4	0	10416	6120	1080	5.84401709402 %	0.172413793103 %	12.9951690821 %	0.0534188034188 %	0.0574712643678 %	0.048309178744 %
std::ios_base::_M_init	10403	3469	4729	51	23	0	30	10	0	10322	3436	4729	0.397828073759 %	0.490243199077 %	0.280556233228 %	0.215042202032 %	0.288378352398 %	0.121980970969 %
std::__detail::_List_node_base::_M_hook	10368	5760	4608	22	15	14	12	3	0	10334	5742	4594	0.245949074074 %	0.212191358025 %	0.279706790123 %	0.072337962963 %	0.115740740741 %	0.0289351851852 %
__overflow	9922	4699	3133	16	17	5	6	1	0	9900	4681	3128	0.214036273516 %	0.161257810925 %	0.280898876404 %	0.039427734595 %	0.060471679097 %	0.0127681307457 %
std::basic_ios<char,	9649	2492	4669	180	27	0	22	10	0	9447	2455	4669	1.23140987507 %	1.86547828791 %	0.377042312526 %	0.190362879239 %	0.228002901855 %	0.139645300936 %
bool	9645	3734	2801	61	67	0	21	30	0	9563	3637	2801	0.791100123609 %	0.632452047693 %	1.02524866106 %	0.315203955501 %	0.217729393468 %	0.459066564652 %
bool	9641	3732	2799	135	38	0	12	10	0	9494	3684	2799	1.06975018551 %	1.40026968157 %	0.581840453223 %	0.136037595845 %	0.124468416139 %	0.153115908743 %
bool	9641	3732	2799	42	15	0	4	5	0	9595	3712	2799	0.352461043779 %	0.435639456488 %	0.229673863114 %	0.0556517437546 %	0.0414894720465 %	0.0765579543715 %
0x00019b20	9548	9548	0	1	0	0	1	0	0	9546	9548	0	0 %	0 %	0 %	0 %	0 %	0 %
SAOBlkParam::SAOBlkParam	9528	2382	5161	16	0	0	6	0	0	9506	2382	5161	0.0937262023314 %	0.16792611251 %	0.0 %	0.0351473258743 %	0.0629722921914 %	0.0 %
btowc	9472	2944	1920	4	4	0	4	0	0	9464	2940	1920	0.0558035714286 %	0.0422297297297 %	0.0822368421053 %	0.0279017857143 %	0.0422297297297 %	0.0 %
initZscanToRaster	9459	3453	3591	2	0	32	2	0	32	9455	3453	3527	0.206023147307 %	0.0211438841315 %	0.45428733674 %	0.206023147307 %	0.0211438841315 %	0.45428733674 %
std::locale::operator=	9450	3465	2205	29	0	0	8	0	0	9413	3465	2205	0.191798941799 %	0.306878306878 %	0.0 %	0.0529100529101 %	0.0846560846561 %	0.0 %
sbrk	9375	2745	2050	15	97	49	8	3	9	9352	2645	1992	1.13620324629 %	0.16 %	3.04483837331 %	0.141143260409 %	0.0853333333333 %	0.250260688217 %
TEncGOP::compressGOP	9314	4263	3811	792	690	326	429	73	79	8093	3500	3406	10.3979756154 %	8.50332832295 %	12.5836016844 %	3.34138486312 %	4.60596950827 %	1.88258607877 %
__GI_mempcpy	9305	3595	1311	8	2	34	5	2	19	9292	3591	1258	0.309619308986 %	0.0859752821064 %	0.733795352629 %	0.182956864401 %	0.0537345513165 %	0.428047289034 %
std::ctype<char>	9164	3792	2844	99	0	0	10	0	0	9055	3792	2844	0.626582278481 %	1.08031427324 %	0.0 %	0.0632911392405 %	0.109122653863 %	0.0 %
systrim.isra.1	9132	2765	1908	13	12	5	7	0	2	9112	2753	1901	0.21731256791 %	0.142356548401 %	0.363791996576 %	0.0651937703731 %	0.0766535260622 %	0.0427990584207 %
std::num_get<char,	9019	3732	2799	61	0	0	10	0	0	8948	3732	2799	0.392282958199 %	0.67634992793 %	0.0 %	0.064308681672 %	0.110877037366 %	0.0 %
std::num_put<char,	9019	3732	2799	20	0	0	8	0	0	8991	3732	2799	0.128617363344 %	0.221754074731 %	0.0 %	0.0514469453376 %	0.0887016298924 %	0.0 %
__mpn_mul_1	8979	2825	1540	7	0	1	3	0	0	8969	2825	1539	0.0599520383693 %	0.0779596837064 %	0.0229095074456 %	0.0224820143885 %	0.033411293017 %	0.0 %
0x00084ec0	8863	2532	1267	10	28	0	2	10	0	8851	2494	1267	0.300110567051 %	0.112828613336 %	0.737036062122 %	0.0947717580161 %	0.0225657226673 %	0.263227165043 %
std::string::assign	8811	3012	1872	72	28	0	14	0	0	8725	2984	1872	0.730193501278 %	0.817160367722 %	0.573300573301 %	0.102227090179 %	0.158892293724 %	0.0 %
std::string::reserve	8576	3388	2394	81	15	0	16	5	0	8479	3368	2394	0.668616798997 %	0.944496268657 %	0.25942580422 %	0.146259924781 %	0.186567164179 %	0.0864752680733 %
