Traffic__QP_32_nF_5_SR_1_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncBinCABAC::testAndWriteOut	9883942	3814676	2254590	0	7	4889	0	0	2	9883942	3814669	2249699	0.0306897521803 %	0.0 %	0.0806687332537 %	1.25366634723e-05 %	0.0 %	3.29529139108e-05 %
TEncSbac::codeMVPIdx	9318460	4193307	3727384	823376	794713	0	18	4277	0	8495066	3394317	3727384	9.38612928212 %	8.83596645798 %	10.0333796635 %	0.0249142199636 %	0.000193164965026 %	0.0539978140796 %
TEncSbac::codeSAOOffsetParam	8984149	2295629	2018568	78	5541	9	52	1507	0	8984019	2288581	2018559	0.042321052558 %	0.000868195752319 %	0.128645029423 %	0.0117232624268 %	0.000578797168213 %	0.034931181863 %
std::basic_streambuf<char,	8802636	7962123	7838000	14	954866	8851	14	1032	321	8802608	7006225	7828828	3.91716636333 %	0.000159043268403 %	6.09942720066 %	0.00555628740663 %	0.000159043268403 %	0.00856322447616 %
TEncEntropy::encodeInterDirPU	7923564	4401980	2200990	808253	375720	0	27	8	0	7115284	4026252	2200990	8.15041633469 %	10.2006243655 %	5.69016669771 %	0.000240938409672 %	0.000340755750821 %	0.000121157600292 %
TComLoopFilter::xSetEdgefilterPU	7455800	2342592	3494064	52	1438	1	52	5	0	7455696	2341149	3494063	0.0112168887375 %	0.000697443600955 %	0.0246545282093 %	0.000428814659985 %	0.000697443600955 %	8.56654906508e-05 %
TComLoopFilter::xSetLoopfilterParam	7330204	2445894	2253776	30	2171	741	30	758	1	7330144	2442965	2253034	0.0244557839924 %	0.000409265553865 %	0.0619617973177 %	0.00655867218559 %	0.000409265553865 %	0.0161500701113 %
TComLoopFilter::xSetEdgefilterTU	7305832	2816664	3376904	35	43833	5272	35	29411	0	7305762	2743420	3371632	0.364016178497 %	0.000479069324343 %	0.792838635178 %	0.218128213106 %	0.000479069324343 %	0.474863600432 %
malloc	7289659	2116383	1175870	19	25798	5136	16	159	34	7289624	2090426	1170700	0.29250857501 %	0.000260643193324 %	0.939599720921 %	0.00197506839974 %	0.000219489004904 %	0.00586224691723 %
TComDataCU::getIntraSizeIdx	7180534	1200556	0	343016	8407	0	18	0	0	6837500	1192149	0	0 %	0 %	0 %	0 %	0 %	0 %
TComDataCU::initCtu	7130100	2708970	2855730	99804	447599	62507	257	31201	20042	7030039	2230170	2773181	4.80440810411 %	1.39975596415 %	9.16681941524 %	0.405677915367 %	0.00360443752542 %	0.920858267292 %
TEncBinCABAC::writeOut	7113899	2082145	1563290	21	1707	2691	20	1	2	7113858	2080437	1560597	0.0410713153807 %	0.000295196769029 %	0.120644038366 %	0.000213767878198 %	0.000281139780028 %	8.22947055701e-05 %
TComLoopFilter::xSetEdgefilterTU	6924608	2849216	3093696	0	5890	7118	0	4388	0	6924608	2838938	3086578	0.101091741066 %	0.0 %	0.21888259493 %	0.0341013652981 %	0.0 %	0.0738358568998 %
free	6820861	2116829	1411177	183	11509	72	34	10540	11	6820644	2094780	1411094	0.113674279513 %	0.00268294574541 %	0.328259078924 %	0.102281728038 %	0.00049847079423 %	0.299064117238 %
TEncBinCABAC::encodeBinsEP	6581987	2534946	1829805	22	5	6	20	0	0	6581945	2534941	1829799	0.000301459667711 %	0.000334245570525 %	0.000252018958241 %	0.000182702828916 %	0.000303859609568 %	0.0 %
TComSampleAdaptiveOffset::invertQuantOffsets	6564714	2696670	3726834	28	64	13040	28	0	16	6564658	2696606	3713778	0.101107018684 %	0.00042652277007 %	0.204000807036 %	0.00033876856702 %	0.00042652277007 %	0.000249085234476 %
TEncSampleAdaptiveOffset::deriveModeNewRDO	6394233	2748392	2718770	141	19745	19331	141	1995	28	6393951	2726652	2699411	0.330627215433 %	0.00220511201265 %	0.714740115621 %	0.018244059826 %	0.00220511201265 %	0.0370027447513 %
SAOOffset::reset	5248590	297090	3565080	15	0	156943	15	0	144429	5248560	297090	3263708	1.72277614601 %	0.000285791041022 %	4.06359637199 %	1.58542207236 %	0.000285791041022 %	3.73958163416 %
TEncSbac::codeSaoMaxUvlc	4996135	2338245	1408758	21	0	0	18	0	0	4996096	2338245	1408758	0.000240188362576 %	0.000420324911156 %	0.0 %	0.000205875739351 %	0.000360278495277 %	0.0 %
TComDataCU::isLastSubCUOfCtu	4740520	2441496	754880	15015	40265	0	34	14212	0	4725471	2387019	754880	0.696493944232 %	0.316737404335 %	1.25970786916 %	0.179490823617 %	0.000717220895598 %	0.444628541824 %
TEncCu::xCompressCU	4448877	2025276	1598330	375381	1079655	101098	587	180	1	4072909	945441	1497231	19.2770179881 %	8.43765741332 %	32.5850271801 %	0.00951380139172 %	0.0131943409539 %	0.00499502429348 %
SAOOffset::operator=	4309832	2921920	2702776	4	110536	118631	4	214	69317	4309824	2811170	2514828	2.30681316717 %	9.28110422866e-05 %	4.07430019329 %	0.69993259871 %	9.28110422866e-05 %	1.23617347498 %
TEncCu::deriveTestModeAMP	3532007	1218039	634279	415567	485203	0	119	69	0	3116321	732767	634279	16.7294879117 %	11.7657467836 %	26.1943683536 %	0.00349161686934 %	0.00336918924566 %	0.00372506232731 %
write	3301278	868771	347654	31	5254	5117	30	0	0	3301217	863517	342537	0.230249753027 %	0.000939030278577 %	0.852580307047 %	0.00066405427714 %	0.000908738979268 %	0.0 %
TEncCu::finishCU	3193830	1634100	784850	15022	27184	156	34	1207	0	3178774	1605709	784694	0.754741856976 %	0.470344382763 %	1.13024246057 %	0.022110255524 %	0.00106455259046 %	0.0498976828789 %
TComOutputBitstream::addSubstream	3125668	1389198	1389148	10	12794	0	10	823	0	3125648	1375581	1389148	0.216869404442 %	0.000319931611419 %	0.460489802206 %	0.0141090451344 %	0.000319931611419 %	0.0296219405358 %
TEncSbac::xWriteEpExGolomb	2870869	810711	663309	166382	0	0	48	0	0	2704439	810711	663309	3.82937285625 %	5.79552741696 %	0.0 %	0.00110474628926 %	0.00167196761677 %	0.0 %
TComTrQuant::setErrScaleCoeff	2261520	267840	253440	25	1435	61860	25	110	61505	2261470	266295	130075	2.27540606583 %	0.00110545120096 %	12.1422268263 %	2.21503521633 %	0.00110545120096 %	11.8199432167 %
TComDataCU::getCtxInterDir	2200990	2200990	0	415967	5657	0	3	343	0	1785020	2194990	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSampleAdaptiveOffset::getStatistics	2025230	815060	585090	95	98784	14248	95	2006	15	2025040	714270	570827	3.30261168104 %	0.0046908252396 %	8.07284933757 %	0.0617741681215 %	0.0046908252396 %	0.144341677677 %
TEncCu::xEncodeCU	1705828	814612	483210	53960	103218	10728	285	3923	1	1651583	707471	472481	5.59006542041 %	3.16327320222 %	8.77978644221 %	0.140129509097 %	0.016707428885 %	0.302352710926 %
TComDataCU::create	1672669	425686	876433	36	26432	37532	35	10	0	1672598	399244	838901	2.15141381503 %	0.00215224889084 %	4.91230064226 %	0.0015127128387 %	0.00209246419943 %	0.00076797896352 %
TComDataCU::destroy	1667844	460787	661137	14	41323	5020	14	41314	5020	1667816	378150	651097	1.66167939413 %	0.000839407042865 %	4.13067195282 %	1.66135678666 %	0.000839407042865 %	4.12986975945 %
TEncBinCABAC::encodeBinEP	1654019	528164	531671	10	0	0	10	0	0	1653999	528164	531671	0.000368479660291 %	0.000604587976317 %	0.0 %	0.000368479660291 %	0.000604587976317 %	0.0 %
operator	1613214	448115	448115	86	5197	78	37	43	18	1613091	442875	448019	0.213632980055 %	0.00533097282816 %	0.588576593062 %	0.0039052475369 %	0.00229355807723 %	0.00680628856432 %
TComPicSym::deriveLoopFilterBoundaryAvailibility	1503896	756803	295893	86	112057	1752	86	7969	10	1503724	636777	294131	4.45495409514 %	0.00571848053323 %	10.811193355 %	0.315459017317 %	0.00571848053323 %	0.757958612933 %
TComTrQuant::xsetFlatScalingList	1248480	10080	493200	10	390	61770	10	190	61620	1248460	9500	369810	3.54900214641 %	0.000800973984365 %	12.350977587 %	3.52902224049 %	0.000800973984365 %	12.2814337943 %
TEncSbac::codeSaoTypeIdx	1243752	585054	426858	8	20807	1042	8	8	0	1243736	564239	425816	0.968982969095 %	0.000643215046086 %	2.15917984963 %	0.00070932550238 %	0.000643215046086 %	0.000790582580303 %
std::basic_filebuf<char,	1232920	336298	320225	15	1665	7	15	54	7	1232890	334579	320211	0.0892855725206 %	0.00121662394965 %	0.254675007578 %	0.00402234944372 %	0.00121662394965 %	0.00929137288412 %
TEncSbac::codeSAOBlkParam	1161818	335968	327962	28	4213	0	24	2071	0	1161766	329684	327962	0.232288355239 %	0.00241001602661 %	0.63455484765 %	0.114747489796 %	0.00206572802281 %	0.311930474598 %
TEncSampleAdaptiveOffset::deriveModeMergeRDO	1105864	462088	349404	43	1984	171	43	0	0	1105778	460104	349233	0.114637031412 %	0.00388836240261 %	0.265560227334 %	0.00224267167912 %	0.00388836240261 %	0.0 %
0x0006ce60	995194	995194	0	10	0	0	9	0	0	995175	995194	0	0 %	0 %	0 %	0 %	0 %	0 %
operator	985857	358494	358494	111	136	32	21	32	1	985725	358326	358461	0.0163843450226 %	0.0112592394232 %	0.0234313544997 %	0.00317116355276 %	0.00213012637735 %	0.004602587491 %
operator	881133	320412	320412	18	5055	5	12	26	4	881103	315331	320403	0.3336493738 %	0.00204282440903 %	0.789608379212 %	0.00275960490342 %	0.00136188293935 %	0.00468147260402 %
operator	881133	320412	320412	16	39	0	15	16	0	881102	320357	320412	0.00361376832591 %	0.00181584391914 %	0.00608591438523 %	0.00203685123824 %	0.00170235367419 %	0.00249678538881 %
std::__basic_file<char>::xsputn_2	864274	304097	320102	12	14	6	12	14	6	864250	304069	320090	0.0021498542466 %	0.00138844857071 %	0.00320410638274 %	0.0021498542466 %	0.00138844857071 %	0.00320410638274 %
_dl_lookup_symbol_x	829762	147760	54889	80	3572	85	43	3088	40	829639	141100	54764	0.361968247142 %	0.009641318836 %	1.80459809819 %	0.307145119531 %	0.00518220887435 %	1.543555606 %
std::ostream::write	737104	368552	208312	34	1644	4	31	14	0	737039	366894	208308	0.128009205704 %	0.00461264624802 %	0.28568258723 %	0.00342474093737 %	0.00420564804966 %	0.00242691518278 %
TEncSlice::compressSlice	726546	390697	240225	60430	145549	13231	281	1863	1	665835	243285	226993	16.1484469615 %	8.31743619812 %	25.1663438587 %	0.158014774566 %	0.03867614714 %	0.29544064084 %
std::istream::read	656000	288000	240000	9	4175	5	8	8	4	655983	283817	239991	0.353800675676 %	0.00137195121951 %	0.791666666667 %	0.00168918918919 %	0.00121951219512 %	0.00227272727273 %
std::basic_filebuf<char,	640004	272002	176002	18	9090	0	17	16	0	639969	262896	176002	0.837126197601 %	0.00281248242198 %	2.02899974107 %	0.00303306593334 %	0.00265623339854 %	0.00357139668396 %
TEncSlice::encodeSlice	600755	259630	189765	123	24432	4157	108	1313	7	600524	233885	185601	2.73408560682 %	0.0204742365856 %	6.36166401495 %	0.135980574204 %	0.0179773784654 %	0.293728234627 %
SAOBlkParam::operator=	587898	130644	283062	8	0	0	8	0	0	587882	130644	283062	0.000798718854957 %	0.00136078027141 %	0.0 %	0.000798718854957 %	0.00136078027141 %	0.0 %
TEncSampleAdaptiveOffset::decideBlkParams	567973	177360	258669	67	20945	4448	67	3185	21	567839	153230	254200	2.53585152221 %	0.0117963353892 %	5.82369521293 %	0.325995366543 %	0.0117963353892 %	0.735272195198 %
do_lookup_x	559221	202670	95467	172	6365	105	99	1679	43	558950	194626	95319	0.774705548907 %	0.030757070997 %	2.17014325629 %	0.212396688431 %	0.0177031978413 %	0.577586814116 %
TComDataCU::TComDataCU	545872	10016	420672	39	0	51333	39	0	51333	545794	10016	318006	5.2605062669 %	0.00714453205147 %	11.9188368378 %	5.2605062669 %	0.00714453205147 %	11.9188368378 %
SAOOffset::SAOOffset	540150	162045	216060	7	0	1956	7	0	4	540136	162045	214100	0.213775040702 %	0.00129593631399 %	0.5173166184 %	0.00119792432385 %	0.00129593631399 %	0.00105790719509 %
std::istream::sentry::sentry	513375	215294	114382	25	1031	0	8	11	0	513342	214252	114382	0.125259325948 %	0.00486973459946 %	0.312731287689 %	0.00225371893278 %	0.00155831507183 %	0.00333660927699 %
0x001366bb	511540	511540	0	26	0	0	1	0	0	511513	511540	0	0 %	0 %	0 %	0 %	0 %	0 %
TComSampleAdaptiveOffset::offsetCTU	504576	164434	109053	46	20606	626	46	10	0	504484	143818	108427	2.73473998892 %	0.00911656519533 %	7.76344030978 %	0.00719736062504 %	0.00911656519533 %	0.00365648092962 %
TEncSbac::codeSaoUflc	478944	279384	159648	0	0	0	0	0	0	478944	279384	159648	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
0x001366bf	470602	470602	0	48	0	0	8	0	0	470546	470602	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::codeSaoMerge	468202	234101	133772	0	9778	59	0	4	0	468202	224319	133713	1.1765690877 %	0.0 %	2.67402065387 %	0.000478425978531 %	0.0 %	0.00108733176939 %
TComPic::getSAOMergeAvailability	448920	309600	46440	23	33697	0	12	4825	0	448885	271078	46440	4.18902802624 %	0.0051234072886 %	9.46438602404 %	0.600899423574 %	0.00267308206362 %	1.3551848107 %
std::ostream::sentry::sentry	437130	178090	113330	22	58	1	18	29	0	437090	178003	113329	0.0111179740581 %	0.00503282776291 %	0.0202456935008 %	0.00645117013245 %	0.00411776816965 %	0.00995127307666 %
SAOBlkParam::~SAOBlkParam	434155	70025	140050	6	0	10	6	0	2	434143	70025	140038	0.00248358505503 %	0.00138199490965 %	0.0047602046888 %	0.00124179252751 %	0.00138199490965 %	0.00095204093776 %
TComCUMvField::destroy	380608	120192	130208	3	3749	1259	3	3749	1259	380602	112694	127690	0.794126223439 %	0.00078821254414 %	2.0 %	0.794126223439 %	0.00078821254414 %	2.0 %
SAOBlkParam::SAOBlkParam	336120	84030	182065	14	0	0	14	0	0	336092	84030	182065	0.00232475112709 %	0.0041651791027 %	0.0 %	0.00232475112709 %	0.0041651791027 %	0.0 %
TComPicYuv::create	331468	10610	63146	46	19	7462	44	11	7150	331378	10580	48534	1.85749116538 %	0.0138776593819 %	10.1429036282 %	1.77802894202 %	0.013274282887 %	9.70904062042 %
initROM	329111	79859	35725	19	2	2738	19	0	49	329073	79857	32938	0.620425235274 %	0.0057731282151 %	2.37057032115 %	0.0152913794848 %	0.0057731282151 %	0.0423934108527 %
TEncBinCABAC::encodeAlignedBinsEP	324875	79204	70111	10	0	0	10	0	0	324855	79204	70111	0.00210885931799 %	0.00307810696422 %	0.0 %	0.00210885931799 %	0.00307810696422 %	0.0 %
TComSampleAdaptiveOffset::getMergeList	315500	86740	82540	12	1931	0	12	0	0	315476	84809	82540	0.400800363051 %	0.00380348652932 %	1.14071361059 %	0.00247534964314 %	0.00380348652932 %	0.0 %
_dl_relocate_object	290000	102611	40802	52	5688	1833	52	3933	1063	289896	92990	37906	1.74729415131 %	0.0179310344828 %	5.24429445029 %	1.16470894966 %	0.0179310344828 %	3.48364513677 %
TComLoopFilter::loopFilterPic	285125	110045	150025	25	12552	116	25	832	0	285075	96661	149909	2.32815781509 %	0.00876808417361 %	4.87099627023 %	0.157191463605 %	0.00876808417361 %	0.319913869343 %
malloc_consolidate	271382	94807	60884	265	10374	131	92	55	59	271025	84378	60694	2.52181711323 %	0.0976483333456 %	6.74733928101 %	0.0482353134008 %	0.0339005534634 %	0.0732219588801 %
std::basic_filebuf<char,	270426	93898	78878	27	15000	11246	13	15	4	270386	78883	67628	5.92799671482 %	0.00998424707683 %	15.1907672362 %	0.00722018402444 %	0.00480723007403 %	0.0109968977173 %
SAOBlkParam::reset	270090	60020	135045	8	0	0	8	0	0	270074	60020	135045	0.00171985682192 %	0.00296197563775 %	0.0 %	0.00171985682192 %	0.00296197563775 %	0.0 %
__memmove_ssse3	253704	59719	58397	329	26481	28515	165	2370	21007	253210	30868	8875	14.8795115916 %	0.129678680667 %	46.5610078228 %	6.33155828089 %	0.0650364203954 %	19.7915608385 %
TComSampleAdaptiveOffset::reconstructBlkSAOParam	243115	60203	38199	16	0	0	16	0	0	243083	60203	38199	0.00468497907864 %	0.00658124755774 %	0.0 %	0.00468497907864 %	0.00658124755774 %	0.0 %
std::__basic_file<char>::fd	237136	98807	79046	11	3757	3753	6	7	6	237119	95043	75287	1.81233719448 %	0.00463868834761 %	4.22258831732 %	0.00457843460911 %	0.00253019364415 %	0.00730940720708 %
systrim.isra.1	231293	69929	48405	19	88	38	16	35	8	231258	69806	48359	0.0414727695516 %	0.00821468872815 %	0.106478273362 %	0.016875126921 %	0.00691763261318 %	0.0363378234489 %
strcmp	227435	72190	2	18	743	0	11	270	0	227406	71177	2	0.253982451515 %	0.0079143491547 %	1.02919991135 %	0.093783270533 %	0.00483654670565 %	0.374002659574 %
TEncCu::encodeCtu	220000	90000	80000	10010	22874	0	22	895	0	209968	66231	80000	8.43179487179 %	4.55 %	13.4552941176 %	0.235128205128 %	0.01 %	0.526470588235 %
TComPicSym::create	210740	55160	90225	27	20999	6257	27	5	1883	210686	34156	82085	7.66107406107 %	0.0128119958242 %	18.747463631 %	0.537732537733 %	0.0128119958242 %	1.29862090312 %
0x0006dd0f	203900	40780	0	13	0	0	9	0	0	203878	40780	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncCu::compressCtu	200000	90000	90000	15000	46990	0	20	18	0	184980	42992	90000	16.3131578947 %	7.5 %	26.1055555556 %	0.01 %	0.01 %	0.01 %
__memcmp_ssse3	194774	42638	4952	472	226	0	31	0	0	194271	42412	4952	0.287996567147 %	0.242332138786 %	0.474889682706 %	0.0127906784836 %	0.0159158819966 %	0.0 %
sbrk	184789	56815	40379	26	588	348	22	35	35	184741	56192	39996	0.341155317874 %	0.0140701015753 %	0.963022408791 %	0.0326260802956 %	0.0119054705637 %	0.0720209066403 %
fileno	177849	79044	19761	5	7521	0	3	24	0	177841	71499	19761	2.72036551071 %	0.00281137369341 %	7.61196295734 %	0.00975948296428 %	0.00168682421605 %	0.0242902687111 %
copyPlane	177515	80495	64240	16	4070	0	16	60	0	177483	76365	64240	1.26795965865 %	0.00901332281779 %	2.81203578955 %	0.0235841737781 %	0.00901332281779 %	0.0414550730646 %
TComPicSym::initTiles	176210	85390	30270	115	26	639	115	18	634	175980	85346	28997	0.267242265392 %	0.0652630384201 %	0.574961092858 %	0.262788227636 %	0.0652630384201 %	0.563721251945 %
ContextModel::init	172530	28280	11312	30	0	1005	28	0	623	172472	28280	9684	0.487926759129 %	0.0173882802991 %	2.53839159426 %	0.30689886009 %	0.0162290616125 %	1.57355021216 %
TEncSbac::setBitstream	165220	90120	60080	5010	21310	0	14	15	0	160196	68795	60080	8.34442964936 %	3.03232054231 %	14.1877496671 %	0.00919409041912 %	0.00847355041762 %	0.00998668442077 %
__writev_nocancel	160050	96030	32010	2	0	0	2	0	0	160046	96030	32010	0.000694227498351 %	0.00124960949703 %	0.0 %	0.000694227498351 %	0.00124960949703 %	0.0 %
std::codecvt<char,	158192	19774	0	10	0	0	5	0	0	158177	19774	0	0 %	0 %	0 %	0 %	0 %	0 %
__memchr_sse2_bsf	151553	33982	332	32	371	0	19	255	0	151502	33356	332	0.216821705843 %	0.0211147255416 %	1.08119135047 %	0.147417239209 %	0.0125368682903 %	0.743136912048 %
TComDataCU::compressMV	150000	40000	60000	10	7500	0	10	1676	0	149980	30824	60000	3.004 %	0.00666666666667 %	7.5 %	0.6744 %	0.00666666666667 %	1.676 %
df::program_options_lite::Options::addOption	146684	45001	44151	168	649	0	30	0	0	146486	44352	44151	0.346427178209 %	0.114531918955 %	0.727970208184 %	0.0127207042182 %	0.0204521283848 %	0.0 %
TComPicSym::xCalculateNextCtuRSAddr	141020	70625	30000	10	10	0	10	0	0	141000	70615	30000	0.00827660410933 %	0.00709119273862 %	0.00993788819876 %	0.00413830205467 %	0.00709119273862 %	0.0 %
TComPicSym::destroy	135435	45130	35125	6	678	8	6	653	0	135423	43799	35117	0.320830822013 %	0.00443016945398 %	0.854775403402 %	0.305531086281 %	0.00443016945398 %	0.813656470002 %
TEncSearch::xGetIntraBitsQTChroma	122400	61200	49725	3911	2876	0	33	0	0	118456	58324	49725	2.90881817208 %	3.19526143791 %	2.59274284426 %	0.0141433622629 %	0.0269607843137 %	0.0 %
check_match.isra.0	117907	46876	21806	74	503	164	30	113	71	117803	46260	21571	0.397129519961 %	0.0627613288439 %	0.971142366268 %	0.114690576615 %	0.0254437819638 %	0.267901342419 %
TEncSbac::TEncSbac	112788	1404	48750	58	0	5024	29	0	5007	112701	1404	38719	3.11890120411 %	0.0514239103451 %	10.0171471867 %	3.09067029986 %	0.0257119551725 %	9.98325158512 %
TEncEntropy::setEntropyCoder	110275	60150	40100	7170	20020	10015	28	29	164	103077	40101	29921	17.672485453 %	6.50192700068 %	29.9600997506 %	0.104975656098 %	0.0253910677851 %	0.192518703242 %
std::__basic_file<char>::xsgetn	108932	37564	41320	38	7506	7500	16	7	5	108878	30051	33815	8.00996720194 %	0.0348841479088 %	19.0228690229 %	0.0149082080334 %	0.0146880622774 %	0.0152122103342 %
TEncEntropy::encodeTerminatingBit	99950	59970	29985	5002	4760	0	14	7	0	94934	55203	29985	5.14046496933 %	5.00450225113 %	5.29153465622 %	0.0110581606593 %	0.0140070035018 %	0.00778166861208 %
TEncSbac::codeTerminatingBit	99950	59970	29985	5000	6398	0	12	6	0	94938	53566	29985	6.00194834259 %	5.00250125063 %	7.11244511144 %	0.00947842342224 %	0.0120060030015 %	0.0066700016675 %
__dynamic_cast	99060	40005	36195	46	160	3	28	66	0	98986	39779	36192	0.119251397923 %	0.0464365031294 %	0.213910761155 %	0.0536346000228 %	0.028265697557 %	0.0866141732283 %
brk	96507	30172	24187	26	245	244	20	6	6	96461	29921	23937	0.341362533639 %	0.0269410509082 %	0.89957504737 %	0.0212108758766 %	0.020723885314 %	0.0220754612852 %
TEncBinCABAC::encodeBinTrm	91313	30005	20945	5	0	111	5	0	0	91303	30005	20834	0.0815391212051 %	0.00547567159112 %	0.217860647694 %	0.00351461729332 %	0.00547567159112 %	0.0 %
