BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComDataCU::getCtxInterDir	1882190	1882190	0	340387	22627	0	879	252	0	1540924	1859311	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncCu::finishCU	1860074	950794	457872	10081	202628	7076	753	2028	6	1849240	746138	450790	6.72384466186 %	0.541967685157 %	14.8867084178 %	0.0852622111272 %	0.0404822603832 %	0.14439192825 %
TEncBinCABAC::encodeBinsEP	1765475	682392	491265	116	77	1160	116	0	2	1765243	682315	490103	0.0460339991535 %	0.00657046970362 %	0.105397062344 %	0.00401479076135 %	0.00657046970362 %	0.000170407538148 %
std::basic_filebuf<char,	1422143	532728	359601	63	77861	6385	63	232	24	1422017	454635	353192	3.64268826756 %	0.00442993426118 %	9.44113662113 %	0.0137828411836 %	0.00442993426118 %	0.0286889700996 %
TEncSampleAdaptiveOffset::getStatistics	1349312	542848	389952	608	115738	28711	608	1661	38	1348096	425449	361203	6.35626121768 %	0.0450600009486 %	15.4855274443 %	0.101090568736 %	0.0450600009486 %	0.182139794168 %
/build/buildd/eglibc-2.19/malloc/malloc.c:free	1316760	299324	179487	84	13065	413	74	3109	1	1316602	283150	179073	0.755302909214 %	0.00637929463228 %	2.81488938224 %	0.177325207413 %	0.0056198547951 %	0.649525595694 %
std::basic_streambuf<char,	1272844	451109	358941	36	14403	10054	35	23	1	1272773	436683	348886	1.17591197632 %	0.00282831203195 %	3.0191963459 %	0.00283259733813 %	0.00274974780884 %	0.0029627800753 %
write	1267097	333524	134031	165	19220	17671	165	24	0	1266767	314280	116360	2.13622098265 %	0.0130218917731 %	7.89019473645 %	0.0108955571492 %	0.0130218917731 %	0.00513308594711 %
std::basic_filebuf<char,	1259524	522242	307202	67	27524	0	66	93	0	1259391	494625	307202	1.32079572306 %	0.00531946989498 %	3.31836748472 %	0.0076114138656 %	0.00524007482192 %	0.0112123301875 %
std::ostream::write	1233000	585675	369900	126	51682	9688	125	129	48	1232749	533864	360164	2.80986486641 %	0.0102189781022 %	6.4223111739 %	0.0137989330957 %	0.0101378751014 %	0.0185228788949 %
TComOutputBitstream::addSubstream	1195996	531632	531312	64	69148	1993	64	228	0	1195868	462256	529319	3.15214215517 %	0.00535118846551 %	6.69282671524 %	0.012926416815 %	0.00535118846551 %	0.0214498600114 %
ContextModel::init	1171978	191900	76760	136	128	6687	132	0	3499	1171710	191772	66574	0.482494561437 %	0.0116043133915 %	2.53666344078 %	0.252041109564 %	0.0112630100565 %	1.30238963746 %
TEncCu::xEncodeCU	1171540	565220	324018	36375	174003	23117	2805	3499	73	1132360	387718	300828	11.3304295756 %	3.10488758386 %	22.1672937954 %	0.309446238265 %	0.239428444611 %	0.401692235375 %
std::basic_streambuf<char,	1121338	402506	316149	256	16195	11438	193	67	24	1120889	386244	304687	1.51571228804 %	0.0228298693168 %	3.8450995262 %	0.0154348413282 %	0.0172115811646 %	0.0126625432231 %
std::istream::sentry::sentry	1062317	437503	217422	31	41758	9537	28	57	0	1062258	395688	207885	2.9888623735 %	0.00291814966719 %	7.83219452609 %	0.0049497974077 %	0.00263574808649 %	0.00870328663587 %
std::istream::read	1013760	430080	399360	38	20417	12113	37	54	31	1013685	409609	387216	1.76692708333 %	0.00374842171717 %	3.92192322531 %	0.00661892361111 %	0.0036497790404 %	0.0102478780864 %
TComPicSym::deriveLoopFilterBoundaryAvailibility	878649	439945	173193	527	71239	4313	516	4113	8	877606	364593	168872	5.09985674899 %	0.0599784441796 %	12.3221852177 %	0.310835259994 %	0.0587265221949 %	0.672116228321 %
TEncBinCABAC::encodeBinEP	844144	268699	271866	70	32	9	70	0	0	844004	268667	271857	0.00801612468757 %	0.0082924240414 %	0.00758465679428 %	0.00505521376694 %	0.0082924240414 %	0.0 %
std::ostream::sentry::sentry	837486	341198	217126	90	30996	6295	86	191	24	837310	310011	210807	2.67808655906 %	0.0107464482988 %	6.6790967252 %	0.0215645395863 %	0.0102688283744 %	0.0385081064042 %
0x00046e90	745106	745106	0	104	0	0	72	0	0	744930	745106	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/elf/dl-lookup.c:_dl_lookup_symbol_x	589426	106637	42813	92	8385	664	51	2194	31	589283	96058	42118	1.2371493999 %	0.0156084054657 %	6.05486784878 %	0.308035448438 %	0.00865248563857 %	1.48879223821 %
ContextModel3DBuffer::calcCost	562922	194048	120778	124	6370	288	124	817	0	562674	186861	120490	0.77265912312 %	0.0220279186104 %	2.11481897937 %	0.107206168513 %	0.0220279186104 %	0.259508426877 %
operator	521464	156440	156440	563	4196	1458	175	179	64	520726	152065	154918	0.745136298697 %	0.107965267017 %	1.80708258757 %	0.0500992396422 %	0.0335593636378 %	0.0776655586806 %
TEncSbac::codeSaoTypeIdx	499810	234744	171657	34	43352	5130	34	24	5	499742	191368	166522	5.35372004975 %	0.00680258498229 %	11.9295966299 %	0.00695202331466 %	0.00680258498229 %	0.00713580921307 %
ContextModel3DBuffer::initBuffer	491008	168960	157056	241	4213	295	208	2347	0	490559	162400	156761	0.58125587498 %	0.0490827033368 %	1.38275422065 %	0.312720311766 %	0.042361835245 %	0.719903317629 %
TEncSlice::compressSlice	488668	262429	161184	41516	98229	16372	3542	10909	408	443610	153291	144404	17.1128194054 %	8.49574762415 %	27.0532301889 %	1.62877446752 %	0.724827490239 %	2.67154218591 %
TEncSbac::codeSAOBlkParam	484968	140501	134837	95	17887	752	88	465	0	484785	122149	134085	2.4640079126 %	0.0195889213309 %	6.76949785355 %	0.0727338729406 %	0.0181455271276 %	0.168883336118 %
TEncSampleAdaptiveOffset::deriveModeMergeRDO	469514	196202	149550	185	26616	3441	185	0	0	469144	169586	146109	3.70946415035 %	0.0394024459335 %	8.69322520188 %	0.0226919802862 %	0.0394024459335 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-lookup.c:do_lookup_x	418798	161625	67974	206	13871	2048	99	1323	36	418493	146431	65890	2.48690231448 %	0.0491883915396 %	6.93339256704 %	0.224862237179 %	0.023639081371 %	0.591901532672 %
/build/buildd/eglibc-2.19/math/../sysdeps/i386/fpu/e_pow.S:__pow_finite	409228	47111	9472	223	7008	0	223	128	0	408782	39975	9472	1.55234633789 %	0.0544928499516 %	12.3853454218 %	0.0753524498133 %	0.0544928499516 %	0.226216354736 %
TComDataCU::create	384765	97926	201633	66	14599	20120	55	64	16	384644	83263	181497	5.0831185228 %	0.0171533273557 %	11.5900373549 %	0.0197274975012 %	0.014294439463 %	0.0267059243755 %
TComDataCU::destroy	383796	106035	152145	14	14047	15665	14	9356	1148	383768	82632	135332	4.63039116727 %	0.00364777121179 %	11.5082500581 %	1.63837900482 %	0.00364777121179 %	4.06847935549 %
TEncSlice::encodeSlice	364083	162078	109271	743	42747	1746	666	879	12	362674	118452	107513	7.11893640862 %	0.204074345685 %	16.3969647944 %	0.245030152715 %	0.182925321973 %	0.328359419051 %
copyPlane	347616	156768	124416	56	19744	0	56	174	0	347504	136850	124416	3.14885496183 %	0.0161097302771 %	7.02173665642 %	0.0365776081425 %	0.0161097302771 %	0.0618811881188 %
operator	338953	104294	104294	198	3014	1494	74	168	1	338681	101112	102799	0.859479016183 %	0.0584151785056 %	2.16119815138 %	0.0443802381922 %	0.0218319354011 %	0.0810209599785 %
initROM	329111	79859	35725	19	198	3016	19	0	32	329073	79661	32677	0.727015145212 %	0.0057731282151 %	2.78066168328 %	0.0114685346136 %	0.0057731282151 %	0.0276854928018 %
TEncSampleAdaptiveOffset::decideBlkParams	291277	86354	124385	360	27004	5836	360	1221	84	290557	58129	118465	6.61333503315 %	0.123593692602 %	15.5832570146 %	0.331662735849 %	0.123593692602 %	0.61924940329 %
SAOBlkParam::operator=	261873	58194	126087	34	289	1965	34	0	0	261805	57905	124122	0.51282740937 %	0.0129833927133 %	1.22313206462 %	0.00762068702735 %	0.0129833927133 %	0.0 %
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc_consolidate	241719	79912	59133	537	12148	995	301	290	96	240881	67474	58042	3.59277662804 %	0.222158787683 %	9.45233557481 %	0.180426721014 %	0.124524758087 %	0.277607968643 %
SAOOffset::SAOOffset	241200	72360	96480	36	295	1860	36	0	7	241128	72065	94613	0.534338113355 %	0.0149253731343 %	1.27635631367 %	0.0104867817774 %	0.0149253731343 %	0.00414593698176 %
TComSampleAdaptiveOffset::offsetCTU	234373	77382	51508	222	12220	3450	222	37	0	233929	65125	48058	4.3747918175 %	0.0947208082842 %	12.1576538133 %	0.0712982054324 %	0.0947208082842 %	0.0287066490806 %
operator	208736	75904	75904	124	3007	833	116	99	34	208496	72798	75037	1.09944972042 %	0.0594051816649 %	2.52951096121 %	0.0690623058489 %	0.0555725892994 %	0.0876106661046 %
operator	208736	75904	75904	110	14272	82	106	79	0	208520	61553	75822	4.01171562972 %	0.0526981450253 %	9.45536467116 %	0.0513113517352 %	0.0507818488426 %	0.0520394182125 %
TEncSbac::codeSaoUflc	196104	114394	65368	0	15085	2	0	0	0	196104	99309	65366	4.01393049651 %	0.0 %	8.39276376542 %	0.0 %	0.0 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcmp-ssse3.S:__memcmp_ssse3	194769	42625	4955	153	903	0	30	0	0	194586	41722	4955	0.435735241326 %	0.0785545954438 %	1.89785624212 %	0.0123788420831 %	0.0154028618517 %	0.0 %
SAOBlkParam::~SAOBlkParam	194432	31360	62720	33	0	12	33	0	0	194366	31360	62708	0.0155972715173 %	0.0169725148124 %	0.0127551020408 %	0.0114379991127 %	0.0169725148124 %	0.0 %
/build/buildd/eglibc-2.19/stdio-common/vfprintf.c:vfprintf	192801	61697	47624	2253	4386	2566	2200	594	118	188348	56717	44940	3.04678242564 %	1.16856240372 %	6.35925394023 %	0.963849041116 %	1.14107291975 %	0.65129298122 %
TComLoopFilter::loopFilterPic	190496	73504	100000	160	16161	1230	160	402	0	190176	56941	98770	4.8217032967 %	0.0839912649084 %	10.0234000369 %	0.154395604396 %	0.0839912649084 %	0.231694946514 %
TEncSbac::codeSaoMerge	188762	94381	53932	0	15913	425	0	9	1	188762	78459	53506	4.84699250909 %	0.0 %	11.0158920661 %	0.0029666988059 %	0.0 %	0.00674249728614 %
TComPicYuv::create	188038	12854	33812	122	143	3700	115	13	3569	187801	12698	26543	1.68936191969 %	0.0648805028771 %	8.23511764454 %	1.57517554025 %	0.0611578510727 %	7.67582394034 %
TComPic::getSAOMergeAvailability	184382	127160	19074	165	25101	0	36	815	0	184181	101244	19074	7.64209838604 %	0.0894881279084 %	17.1649547985 %	0.257398311032 %	0.0195246824527 %	0.557325929674 %
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-machine.h:_dl_relocate_object	181502	48969	23333	24	2770	2924	24	1651	881	181454	44548	19528	2.25291957574 %	0.0132229947879 %	7.87530082155 %	1.00707632661 %	0.0132229947879 %	3.50197781527 %
TEncBinCABAC::encodeAlignedBinsEP	175444	41974	37649	62	262	46	62	0	0	175320	41712	37603	0.145059925431 %	0.0353389115615 %	0.38682290293 %	0.0243073388561 %	0.0353389115615 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../strcmp.S:strcmp	174560	56176	0	45	1342	0	13	257	0	174502	54577	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xGetIntraBitsQTChroma	165536	82768	67249	5114	2820	353	135	0	0	160287	79948	66896	2.62618324022 %	3.08935820607 %	2.11509362272 %	0.0427820366151 %	0.0815532572975 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memchr-sse2-bsf.S:__memchr_sse2_bsf	151430	33968	331	75	484	2	19	254	0	151336	33230	329	0.302052991186 %	0.0495278346431 %	1.41695093151 %	0.146988354 %	0.0125470514429 %	0.740546371614 %
SAOBlkParam::SAOBlkParam	150528	37632	81536	86	498	1180	86	0	0	150356	37134	80356	0.654069767442 %	0.0571322278912 %	1.40809613319 %	0.031887755102 %	0.0571322278912 %	0.0 %
/build/buildd/eglibc-2.19/math/w_pow.c:pow	146816	33152	47360	96	1	3848	96	0	126	146624	33151	43386	1.73537795608 %	0.0653879686138 %	4.78065381558 %	0.09765625 %	0.0653879686138 %	0.156498410175 %
df::program_options_lite::Options::addOption	146684	45001	44151	161	5159	331	31	2	0	146492	39840	43820	2.39615665123 %	0.109759755665 %	6.15802225413 %	0.01399277464 %	0.0211338659977 %	0.00224335965542 %
TEncCu::encodeCtu	146432	59904	53248	6708	20937	40	401	771	0	139323	38196	53208	10.6651411489 %	4.58096590909 %	18.5387796946 %	0.451491617357 %	0.273847246503 %	0.681384332579 %
std::basic_filebuf<char,	145450	49264	44576	130	11993	9364	105	108	33	145215	37163	35179	8.97948096452 %	0.089377793056 %	22.7589514066 %	0.102804128881 %	0.0721897559299 %	0.150255754476 %
SAOBlkParam::reset	140976	31328	70488	36	108	286	36	0	0	140904	31220	70202	0.177106329698 %	0.0255362614913 %	0.386972577984 %	0.0148275066724 %	0.0255362614913 %	0.0 %
TComSampleAdaptiveOffset::getMergeList	135252	37162	35122	51	140	72	51	0	0	135150	37022	35050	0.126725001927 %	0.0377073906486 %	0.293287587848 %	0.0245740498034 %	0.0377073906486 %	0.0 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_xsputn@@GLIBC_2.1	134420	34495	21601	181	2556	109	169	43	39	134070	31896	21453	1.4938377879 %	0.134652581461 %	4.75078436965 %	0.13174746478 %	0.125725338491 %	0.146177980605 %
TEncCu::compressCtu	133120	59904	59904	9984	33398	3376	646	595	0	122490	25911	56528	18.4866839575 %	7.5 %	30.6941105769 %	0.490653466599 %	0.485276442308 %	0.496627938034 %
TComDataCU::TComDataCU	125568	2304	96768	89	50	11837	77	0	11784	125402	2254	73147	5.3311965812 %	0.070877930683 %	11.9983446382 %	5.28000356125 %	0.0613213557594 %	11.894379845 %
/build/buildd/eglibc-2.19/stdio-common/printf_fp.c:__printf_fp	124732	36134	25457	2255	1023	437	2248	362	109	120229	34749	24911	1.99384939057 %	1.80787608633 %	2.37047620594 %	1.45929380699 %	1.80226405413 %	0.764722118491 %
TComPicSym::initTiles	124056	59051	21591	715	283	605	715	153	472	122626	58615	20514	0.783104866682 %	0.576352614948 %	1.1011631656 %	0.654622907894 %	0.576352614948 %	0.775030381191 %
TComSampleAdaptiveOffset::reconstructBlkSAOParam	121379	29651	21007	68	2647	249	68	0	0	121243	27004	20758	1.7228851933 %	0.056022870513 %	5.71676734178 %	0.0395263809529 %	0.056022870513 %	0.0 %
TEncSbac::TEncSbac	112788	1404	48750	58	20	5069	29	0	5004	112701	1384	38677	3.15879269924 %	0.0514239103451 %	10.1467480161 %	3.08882915393 %	0.0257119551725 %	9.97727000837 %
TEncSbac::setBitstream	111232	60672	40448	3361	15584	1560	170	479	0	107701	44609	38888	9.65613698011 %	3.02161248562 %	16.9541139241 %	0.305624623267 %	0.152833716916 %	0.473694620253 %
std::__basic_file<char>::xsputn_2	106862	37170	41816	54	4647	2929	54	50	24	106754	32473	38863	4.10550557445 %	0.0505324624282 %	9.59157319019 %	0.0688734880117 %	0.0505324624282 %	0.0936874889221 %
TComSlice::initEqualRef	101867	3225	25155	407	100	802	407	0	712	101053	3125	23641	1.00501355118 %	0.39954057742 %	3.17829457364 %	0.859136870715 %	0.39954057742 %	2.50880902044 %
TComDataCU::compressMV	99840	26624	39936	64	5044	91	64	588	0	99712	20992	39845	3.12439903846 %	0.0641025641026 %	7.71484375 %	0.391826923077 %	0.0641025641026 %	0.883413461538 %
__dynamic_cast	95847	35664	35664	120	1512	665	102	361	0	95625	33791	34999	1.37400927172 %	0.125199536762 %	3.05209735307 %	0.276955286377 %	0.106419606247 %	0.50611260655 %
TComPicSym::xCalculateNextCtuRSAddr	95360	47872	19968	64	233	0	64	0	0	95232	47639	19968	0.181985294118 %	0.0671140939597 %	0.343455188679 %	0.0392156862745 %	0.0671140939597 %	0.0 %
TComCUMvField::destroy	87552	27648	29952	3	1441	654	3	842	282	87546	25365	29016	1.4453813933 %	0.00342653508772 %	3.63715277778 %	0.776427469136 %	0.00342653508772 %	1.95138888889 %
TComTrQuant::setFlatScalingList	83264	13984	50848	96	5920	1355	96	64	0	83072	8000	49493	4.97717696629 %	0.115295926211 %	11.221310464 %	0.108038029386 %	0.115295926211 %	0.0987166831194 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memmove_ssse3	83092	22746	17530	1235	5586	6658	872	418	3605	80985	16742	7267	10.9258478698 %	1.48630433736 %	30.4002383553 %	3.96780364438 %	1.04943917585 %	9.98857880624 %
/build/buildd/eglibc-2.19/elf/dl-lookup.c:check_match.9376	82824	33946	15011	88	1430	557	40	175	59	82696	32341	14395	1.57458207177 %	0.10624939631 %	4.05866372531 %	0.207920716947 %	0.048295180141 %	0.477970463876 %
TEncEntropy::setEntropyCoder	74976	40896	27264	6264	13536	6813	396	700	121	68316	26660	20330	18.592806841 %	8.35467349552 %	29.8547535211 %	0.850240330874 %	0.528169014085 %	1.20451877934 %
std::vector<unsigned	71066	20507	19015	721	2555	1296	395	117	274	69950	17835	17445	4.13426411546 %	1.01454985506 %	9.743940084 %	0.710746193077 %	0.555821349168 %	0.989322402712 %
/build/buildd/eglibc-2.19/stdlib/divrem.c:__mpn_divrem	70775	27203	16192	228	0	238	225	0	40	70322	27203	15914	0.408163265306 %	0.322147651007 %	0.548450282291 %	0.232110011387 %	0.317908866125 %	0.092176518032 %
/build/buildd/eglibc-2.19/elf/dl-addr.c:_dl_addr	68479	27239	4330	12	1786	9	11	1343	0	68456	24110	4321	1.80613305613 %	0.01752362038 %	5.68595774336 %	1.35335039181 %	0.0160633186816 %	4.25417339795 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_overflow@@GLIBC_2.1	68274	20020	12025	186	187	189	173	22	156	67915	19811	11680	0.560212920783 %	0.272431672379 %	1.1733499766 %	0.349883870453 %	0.253390749041 %	0.555468871899 %
std::__basic_file<char>::xsgetn	68042	23464	25810	44	4689	4680	36	54	25	67962	18721	21105	8.02362849057 %	0.0646659416243 %	19.014084507 %	0.0980258447271 %	0.0529084976926 %	0.160327962008 %
std::codecvt<char,	66276	33138	0	14	0	0	11	0	0	66251	33138	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::codeTerminatingBit	66240	39744	19872	3328	5847	2176	263	81	2	62649	33816	17694	9.01903763031 %	5.02415458937 %	13.4577965647 %	0.274917365878 %	0.397041062802 %	0.139224369297 %
TEncEntropy::encodeTerminatingBit	66240	39744	19872	3328	5701	1595	214	27	0	62698	34016	18277	8.44139333842 %	5.02415458937 %	12.2383252818 %	0.191488685482 %	0.32306763285 %	0.0452898550725 %
/build/buildd/eglibc-2.19/misc/../sysdeps/unix/sysv/linux/writev.c:writev	62721	23230	13938	18	2312	0	18	0	0	62685	20918	13938	2.33258917398 %	0.0286985220261 %	6.22040464916 %	0.0180200022024 %	0.0286985220261 %	0.0 %
/build/buildd/eglibc-2.19/elf/do-rel.h:_dl_relocate_object	61350	28677	11812	12	2599	43	12	1314	0	61326	24764	11769	2.60607429374 %	0.0195599022005 %	6.52522907456 %	1.30205520478 %	0.0195599022005 %	3.24532589098 %
TEncBinCABAC::encodeBinTrm	61100	20000	14212	32	104	1119	32	0	2	61036	19896	13091	1.3167282189 %	0.0523731587561 %	3.57476908687 %	0.035672318281 %	0.0523731587561 %	0.00584590202268 %
TEncGOP::compressGOP	59760	27883	23815	4968	6522	2672	4934	2474	1367	49858	18887	19776	12.7061314576 %	8.31325301205 %	17.7840535417 %	7.87292074145 %	8.25635876841 %	7.42968780224 %
/build/buildd/eglibc-2.19/stdio-common/printf_fp.c:hack_digit.13386	56367	16850	18724	173	0	37	171	0	15	56023	16850	18672	0.228407348191 %	0.306917167846 %	0.104008545567 %	0.202303651255 %	0.303368992496 %	0.0421656265812 %
std::__basic_file<char>::fd	56032	23347	18678	35	6962	4651	29	57	47	55968	16328	13980	11.8788051847 %	0.0624643061108 %	27.6335514575 %	0.135635395739 %	0.0517561393489 %	0.24747174301 %
std::string::_Rep::_S_create	55337	12344	14401	103	269	778	75	23	342	55159	12052	13281	1.4010379864 %	0.186132244249 %	3.91475042064 %	0.536049316537 %	0.13553318756 %	1.3647410731 %
/build/buildd/eglibc-2.19/malloc/malloc.c:systrim.isra.1	54709	20321	14067	128	1531	87	116	142	0	54465	18648	13980	1.95966194148 %	0.233965161125 %	4.70512969641 %	0.289572039463 %	0.21203092727 %	0.412934744678 %
TAppEncCfg::parseCfg	54581	25430	35026	1396	1708	3045	1080	1	630	52105	23721	31351	5.34523674992 %	2.55766658727 %	7.86191610427 %	1.48734754905 %	1.9787105403 %	1.04373428609 %
TComSlice::sortPicList	54208	23440	7122	69	8432	1293	69	2453	342	54070	12555	5487	11.5536156659 %	0.127287485242 %	31.8205614816 %	3.37855373363 %	0.127287485242 %	9.14534389111 %
TEncSbac::codeSAOSign	54050	32430	16215	25	4044	0	20	0	0	54005	28386	16215	3.962218219 %	0.0462534690102 %	8.31329016343 %	0.0194751448464 %	0.0370027752081 %	0.0 %
std::string::find_first_not_of	50868	18095	16770	7	47	1	2	0	0	50859	18048	16769	0.0641526600026 %	0.0137611071794 %	0.137673884985 %	0.00233282400009 %	0.00393174490839 %	0.0 %
__cxxabiv1::__si_class_type_info::__do_dyncast	50796	22410	11952	242	32	608	102	0	0	50452	22378	11344	1.03572183471 %	0.476415465785 %	1.86252255398 %	0.119777355034 %	0.200803212851 %	0.0 %
TComPic::getSubstreamForCtuAddr	50400	26880	10080	125	921	0	66	1	0	50209	25958	10080	1.19734432234 %	0.248015873016 %	2.49188311688 %	0.0766941391941 %	0.130952380952 %	0.00270562770563 %
