BQMall__QP_32_nF_5_SR_32_MSizeL1_8192_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSbac::codeSaoMaxUvlc	172585	80546	48738	19	0	0	10	0	0	172556	80546	48738	0.00629412095975 %	0.0110090679955 %	0.0 %	0.00331269524198 %	0.00579424631341 %	0.0 %
ContextModel::init	172498	28280	11312	27	0	1005	4	0	273	172467	28280	10034	0.486585883351 %	0.0156523553896 %	2.53839159426 %	0.130604931869 %	0.00231886746513 %	0.689533239038 %
__memchr_sse2_bsf	151792	34035	332	32	460	0	19	255	0	151741	33320	332	0.264290203536 %	0.0210814799199 %	1.33849332208 %	0.14718600766 %	0.0125171287024 %	0.741990863328 %
SAOOffset::reset	148506	8406	100872	15	0	5776	5	0	3131	148486	8406	91965	2.24645439593 %	0.0101006019959 %	5.28560185948 %	1.21652235981 %	0.00336686733196 %	2.86516956753 %
df::program_options_lite::Options::addOption	146684	45001	44151	168	2165	2	30	0	0	146486	42836	44149	0.990094811649 %	0.114531918955 %	2.43068018665 %	0.0127207042182 %	0.0204521283848 %	0.0 %
TEncSbac::xWriteEpExGolomb	144869	39567	32373	7497	0	0	5	0	0	137367	39567	32373	3.45788228348 %	5.17502019066 %	0.0 %	0.00230617732659 %	0.00345139401804 %	0.0 %
operator	142326	39535	39535	56	362	115	6	2	6	142264	39171	39414	0.240745090246 %	0.0393462895044 %	0.60326293158 %	0.0063235108132 %	0.00421567387547 %	0.0101176173011 %
TEncCu::finishCU	125742	64468	30762	435	4339	12	6	4	0	125301	60125	30750	2.16588527053 %	0.345946461803 %	4.56893835976 %	0.00452546023931 %	0.00477167533521 %	0.00420035703035 %
write	123519	32521	13154	31	169	129	10	0	0	123478	32352	13025	0.194451339882 %	0.0250973534436 %	0.652435686918 %	0.0059103750724 %	0.00809592046568 %	0.0 %
0x0006ce60	119412	119412	0	7	0	0	2	0	0	119403	119412	0	0 %	0 %	0 %	0 %	0 %	0 %
check_match.isra.0	117907	46876	21806	76	571	233	10	87	59	117821	46218	21514	0.471624801033 %	0.0644575809748 %	1.17061238753 %	0.0836062147286 %	0.00848126065458 %	0.212573891267 %
std::basic_filebuf<char,	116330	41446	27408	15	139	4	13	22	0	116302	41285	27404	0.0853205460515 %	0.0128943522737 %	0.207685827984 %	0.0189001209608 %	0.0111751053039 %	0.0319516658437 %
TComOutputBitstream::addSubstream	115186	51206	51156	10	370	0	4	1	0	115172	50835	51156	0.174674094912 %	0.0086816106124 %	0.361462261386 %	0.00229834335411 %	0.00347264424496 %	0.000976925030773 %
TEncSbac::TEncSbac	112788	1404	48750	58	0	5024	29	0	5006	112701	1404	38720	3.11890120411 %	0.0514239103451 %	10.0171471867 %	3.09005658455 %	0.0257119551725 %	9.9812577262 %
std::ostream::write	111504	55752	31512	34	19	2	20	7	0	111450	55726	31510	0.0276704499718 %	0.0304921796527 %	0.0240649064906 %	0.0135836754407 %	0.0179365762663 %	0.00802163549688 %
TEncCu::xCompressCU	107785	48567	38939	7981	27391	2743	162	9	0	99642	21167	36196	19.5170284345 %	7.40455536485 %	34.4364957831 %	0.0875616387852 %	0.150299206754 %	0.010285009028 %
SAOOffset::operator=	105020	71200	65860	4	5018	4039	2	0	1104	105014	66182	60717	3.74297752809 %	0.00380879832413 %	6.60805486648 %	0.45687376074 %	0.00190439916206 %	0.805486648183 %
__dynamic_cast	99060	40005	36195	46	618	25	20	55	0	98994	39332	36170	0.39313020655 %	0.0464365031294 %	0.843832020997 %	0.042793563848 %	0.0201897839693 %	0.0721784776903 %
std::istream::read	98400	43200	36000	10	77	5	8	2	1	98382	43121	35994	0.0518018018018 %	0.010162601626 %	0.103535353535 %	0.00619369369369 %	0.00813008130081 %	0.00378787878788 %
std::basic_filebuf<char,	96004	40802	26402	19	46	0	15	4	0	95970	40752	26402	0.0398264790942 %	0.0197908420482 %	0.0684483066484 %	0.0116415861968 %	0.0156243489855 %	0.00595202666508 %
std::istream::sentry::sentry	91775	38494	19182	26	35	0	8	4	0	91741	38455	19182	0.0408160534222 %	0.028330155271 %	0.0606838199598 %	0.00802938755846 %	0.00871697085263 %	0.00693529370969 %
TComPicYuv::create	87100	6578	15482	42	19	1596	24	0	1553	87034	6559	12333	1.51795529498 %	0.0482204362801 %	7.32094288305 %	1.44466837669 %	0.0275545350172 %	7.0398912058 %
operator	86981	31630	31630	100	135	10	9	5	1	86872	31490	31619	0.16307133206 %	0.11496763661 %	0.229212772684 %	0.0099839591057 %	0.0103470872949 %	0.0094846664559 %
TEncCu::deriveTestModeAMP	83818	29055	14996	9724	11338	0	13	0	0	74081	17717	14996	16.4715450969 %	11.601326684 %	25.7383487322 %	0.0101666549359 %	0.0155097950321 %	0.0 %
ContextModel3DBuffer::initBuffer	76720	26400	24540	42	595	8	5	149	0	76673	25656	24532	0.505248315839 %	0.0547445255474 %	1.18374558304 %	0.120632931224 %	0.00651720542231 %	0.292500981547 %
TEncBinCABAC::encodeBinEP	73419	23404	23555	12	0	0	7	0	0	73400	23404	23555	0.00996859891342 %	0.0163445429657 %	0.0 %	0.00581501603283 %	0.00953431673 %	0.0 %
__pow_finite	72231	7361	1480	30	646	0	30	10	0	72171	6705	1480	0.833826721926 %	0.0415334136313 %	7.30686573917 %	0.0493388592856 %	0.0415334136313 %	0.113109376767 %
std::ostream::sentry::sentry	69930	28490	18130	21	40	1	12	14	0	69897	28436	18129	0.0531960531961 %	0.03003003003 %	0.0879450879451 %	0.022308022308 %	0.01716001716 %	0.03003003003 %
ContextModel3DBuffer::calcCost	69626	23862	14912	16	391	1	4	37	0	69606	23434	14911	0.376383763838 %	0.0229799212938 %	1.01098674369 %	0.0378228782288 %	0.00574498032344 %	0.0954247691752 %
_dl_addr	61676	20724	1946	12	1625	2	12	1369	0	61652	17730	1944	1.94318639888 %	0.0194565146897 %	7.1768857521 %	1.63730348801 %	0.0194565146897 %	6.03881782091 %
TComDataCU::getCtxInterDir	61035	61035	0	10873	381	0	0	0	0	50162	60654	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_string<char,	60712	22892	11396	9	693	30	3	1	26	60700	22198	11340	0.770526315789 %	0.0148240874951 %	2.10860942604 %	0.0315789473684 %	0.00494136249835 %	0.07874475035 %
TEncSampleAdaptiveOffset::getStatistics	56930	22880	16470	95	4474	746	55	32	0	56780	18374	15724	5.52035729123 %	0.166871596698 %	13.2655654384 %	0.0903614457831 %	0.0966098717724 %	0.0813214739517 %
vfprintf	55900	17961	15010	531	150	103	234	49	30	55135	17762	14877	0.88217753823 %	0.949910554562 %	0.767340996633 %	0.352195879421 %	0.418604651163 %	0.239604500925 %
TAppEncCfg::parseCfg	54581	25430	35026	1250	1073	1599	1080	1	626	52251	24356	32801	3.40933786521 %	2.29017423646 %	4.41974328437 %	1.48387040691 %	1.9787105403 %	1.03711790393 %
0x0006dd0f	54270	10854	0	13	0	0	2	0	0	54255	10854	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_Rep::_S_create	54018	11048	12889	96	26	342	14	1	329	53908	11021	12218	0.59521518825 %	0.177718538265 %	1.53736892677 %	0.441280225771 %	0.0259172868303 %	1.37861887455 %
_IO_file_xsputn@@GLIBC_2.1	50913	12685	6983	66	24	35	29	15	10	50818	12646	6938	0.177101486236 %	0.129632903188 %	0.299979662396 %	0.0765078420538 %	0.0569599120068 %	0.127110026439 %
std::string::find_first_not_of	50868	18095	16770	12	0	0	3	0	0	50853	18095	16770	0.0139969440006 %	0.0235904694503 %	0.0 %	0.00349923600014 %	0.00589761736259 %	0.0 %
TEncCu::xEncodeCU	50504	24884	13038	1473	4418	410	25	13	0	49006	20453	12628	7.1257322507 %	2.91660066529 %	12.7313960234 %	0.0429737859905 %	0.0495010296214 %	0.034280892358 %
char*	50058	14633	16209	33	16	335	10	0	329	50015	14617	15545	0.474660074166 %	0.0659235287067 %	1.13805849167 %	0.419035846724 %	0.0199768268808 %	1.0667271902 %
TComDataCU::destroy	49464	13667	19617	14	1251	151	14	869	105	49436	11547	19361	1.71121960652 %	0.0283034125829 %	4.21223410648 %	1.19398656161 %	0.0283034125829 %	2.92633096984 %
TComDataCU::create	49429	12586	25933	36	904	1153	15	0	0	49378	11682	24780	2.37981534543 %	0.0728317384531 %	5.34022170877 %	0.0170555328148 %	0.0303465576888 %	0.0 %
std::_Rb_tree<std::string,	48478	16951	15541	19	122	19	14	0	0	48445	16829	15522	0.197604050883 %	0.0391930360163 %	0.43395297304 %	0.0172903544523 %	0.0288790791699 %	0.0 %
__cxxabiv1::__vmi_class_type_info::__do_dyncast	45148	20066	11288	148	220	27	29	21	2	44971	19825	11259	0.516326370552 %	0.327810755737 %	0.787778273904 %	0.0679720791613 %	0.0642331886241 %	0.0733558716591 %
std::string::_M_mutate	45136	15643	9639	36	2	12	17	0	8	45083	15641	9619	0.0710045726945 %	0.0797589507267 %	0.055375365873 %	0.0355022863472 %	0.0376639489543 %	0.0316430662131 %
__cxxabiv1::__si_class_type_info::__do_dyncast	44730	20448	10224	52	0	0	12	0	0	44666	20448	10224	0.0689636879658 %	0.116253074 %	0.0 %	0.0159146972229 %	0.0268276324614 %	0.0 %
__printf_fp	42775	11954	8720	572	84	43	321	27	5	41882	11843	8672	1.10167220918 %	1.33722969024 %	0.614298152269 %	0.556352345979 %	0.750438340152 %	0.154783786398 %
TEncSbac::codeSaoTypeIdx	41280	19440	14160	8	960	44	5	3	0	41267	18477	14116	1.3514957265 %	0.0193798449612 %	2.9880952381 %	0.0106837606838 %	0.0121124031008 %	0.00892857142857 %
char*	38150	8968	10615	186	0	22	3	0	11	37961	8968	10582	0.360279216393 %	0.4875491481 %	0.112342337742 %	0.0242495626418 %	0.00786369593709 %	0.056171168871 %
TComPicSym::deriveLoopFilterBoundaryAvailibility	36683	18216	7251	84	2680	150	48	0	0	36551	15536	7101	4.68865647627 %	0.228988904942 %	11.1124199945 %	0.0772325020113 %	0.130850802824 %	0.0 %
operator	36465	13260	13260	18	198	8	3	4	2	36444	13058	13250	0.355640231801 %	0.0493624023036 %	0.77677224736 %	0.0142891164563 %	0.0082270670506 %	0.0226244343891 %
operator	36465	13260	13260	16	43	1	6	4	0	36443	13213	13259	0.0952607763753 %	0.0438776909365 %	0.165912518854 %	0.0158767960626 %	0.0164541341012 %	0.0150829562594 %
_IO_file_overflow@@GLIBC_2.1	31726	9386	5424	47	7	33	19	0	7	31660	9379	5384	0.186952037133 %	0.148143478535 %	0.270087778528 %	0.0558707237408 %	0.059887789195 %	0.0472653612424 %
TEncSbac::codeSAOBlkParam	30677	8736	8848	26	115	0	15	0	0	30636	8621	8848	0.292161372537 %	0.0847540502657 %	0.654003639672 %	0.0310809970784 %	0.048896567461 %	0.0 %
copyPlane	27915	12495	9840	15	70	0	13	2	0	27887	12423	9840	0.169154228856 %	0.0537345513165 %	0.313409447056 %	0.0298507462687 %	0.0465699444743 %	0.00895455563018 %
TEncSampleAdaptiveOffset::deriveModeMergeRDO	27449	11446	8779	42	605	173	32	0	0	27375	10841	8606	1.72001510257 %	0.153011038654 %	3.84672435105 %	0.0671225405882 %	0.116579838974 %	0.0 %
0x001366bb	27070	27070	0	13	0	0	0	0	0	27057	27070	0	0 %	0 %	0 %	0 %	0 %	0 %
std::_Rb_tree_insert_and_rebalance	25855	9053	6345	46	161	31	11	0	0	25798	8892	6314	0.576927738589 %	0.177915296848 %	1.24691518379 %	0.0266647274138 %	0.0425449622897 %	0.0 %
0x001366bf	24952	24952	0	29	0	0	5	0	0	24918	24952	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xGetIntraBitsQTChroma	24832	12416	10088	850	2872	0	4	0	0	23978	9544	10088	7.86293729931 %	3.42300257732 %	12.7621756132 %	0.00845022815616 %	0.0161082474227 %	0.0 %
std::string::find_first_of	24342	8340	7652	76	0	0	3	0	0	24263	8340	7652	0.188426637576 %	0.312217566346 %	0.0 %	0.00743789358854 %	0.0123243776189 %	0.0 %
std::istreambuf_iterator<char,	24120	7336	5852	298	159	4	26	0	0	23796	7177	5848	1.23565991208 %	1.23548922056 %	1.23597209584 %	0.0696901468854 %	0.107794361526 %	0.0 %
__strlen_sse2_bsf	23819	4713	1330	15	838	0	6	755	0	23798	3120	1330	2.85647310964 %	0.0629749359755 %	13.8672844614 %	2.54838925725 %	0.0251899743902 %	12.4937944729 %
TComSlice::initEqualRef	23690	750	5850	55	0	162	33	0	144	23602	750	5544	0.716408055464 %	0.232165470663 %	2.45454545455 %	0.584351271047 %	0.139299282398 %	2.18181818182 %
pow	23680	8880	8880	15	0	368	15	0	0	23650	8880	8512	0.924227799228 %	0.0633445945946 %	2.07207207207 %	0.0361969111969 %	0.0633445945946 %	0.0 %
std::basic_string<char,	22936	8192	6554	56	49	0	4	0	0	22876	8143	6554	0.278647630168 %	0.244157656087 %	0.332293503323 %	0.0106151478159 %	0.0174398325776 %	0.0 %
0x0006e55f	21730	4346	0	11	0	0	6	0	0	21713	4346	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Options::~Options	21142	8163	5051	12	1838	0	12	2	0	21118	6323	5051	5.3847945046 %	0.0567590577996 %	13.9094899349 %	0.040749796251 %	0.0567590577996 %	0.0151354623884 %
TEncSlice::compressSlice	21111	11302	6945	1795	4320	400	68	32	2	19248	6950	6543	16.5531785152 %	8.50267632988 %	25.8672658519 %	0.259159510138 %	0.322106958458 %	0.186331999781 %
_dl_name_match_p	20612	5140	6458	33	238	26	6	7	7	20573	4895	6425	0.922073890096 %	0.16010091209 %	2.27625452664 %	0.0620925178516 %	0.0291092567436 %	0.120710467322 %
strchrnul	20352	2577	341	40	125	0	24	107	0	20288	2345	341	0.709067468844 %	0.196540880503 %	4.28375599726 %	0.562956596476 %	0.117924528302 %	3.66689513365 %
std::string::_Rep::_M_destroy	20255	7366	7366	24	66	3	7	1	0	20224	7299	7363	0.265813016263 %	0.118489261911 %	0.468368178116 %	0.0228656358076 %	0.0345593680573 %	0.00678794461037 %
std::codecvt<char,	20120	2515	0	9	0	0	2	0	0	20109	2515	0	0 %	0 %	0 %	0 %	0 %	0 %
__mpn_divrem	18772	6616	4217	54	0	25	36	0	4	18682	6616	4188	0.266846816416 %	0.287662476028 %	0.230776331579 %	0.135112312109 %	0.191774984019 %	0.0369242130527 %
df::program_options_lite::scanLine	18413	5126	7104	256	150	0	19	0	0	18138	4976	7104	1.32493554809 %	1.39032205507 %	1.22649223222 %	0.06200437294 %	0.103187965025 %	0.0 %
std::locale::id::_M_id	17798	6611	2265	41	227	0	4	16	0	17753	6368	2265	1.00472370098 %	0.230362962131 %	2.55745831456 %	0.0749793806703 %	0.0224744353298 %	0.180261379 %
_dl_fixup	17695	6847	3326	43	1413	32	12	207	7	17640	5227	3287	5.33945744223 %	0.243006499011 %	14.2042661948 %	0.810965982489 %	0.0678157671659 %	2.10360758872 %
std::_Rb_tree<std::string,	17196	4878	4101	93	1096	0	4	0	0	17099	3782	4101	4.54250238777 %	0.540823447313 %	12.2062590489 %	0.0152817574021 %	0.0232612235404 %	0.0 %
std::basic_string<char,	17116	5268	7242	151	15	76	4	0	71	16961	5253	7095	0.816850064133 %	0.882215470904 %	0.727418065548 %	0.253156011611 %	0.0233699462491 %	0.567545963229 %
std::_Rb_tree<std::string,	17092	5413	3659	24	1118	0	23	0	0	17045	4295	3659	4.36477602813 %	0.140416569155 %	12.323633157 %	0.087907047852 %	0.134565878774 %	0.0 %
std::locale::locale	17091	5697	5697	215	1	18	8	0	5	16868	5696	5674	0.821484992101 %	1.25797203206 %	0.166754432157 %	0.0456380551167 %	0.0468082616582 %	0.0438827453045 %
TEncSlice::encodeSlice	17085	7551	5277	115	988	176	59	5	5	16911	6558	5096	4.27573295891 %	0.673105062921 %	9.07390084191 %	0.230668939926 %	0.345332162716 %	0.0779544745868 %
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	0	586	2	0	570	16920	9672	6098	1.74288077514 %	0.0236322816968 %	3.46212926858 %	1.68970814132 %	0.0118161408484 %	3.36760014179 %
TEncSampleAdaptiveOffset::decideBlkParams	16167	5002	7199	67	931	281	44	0	7	16056	4071	6911	4.50860124083 %	0.414424444857 %	9.93361199902 %	0.179780033841 %	0.272159336921 %	0.057372346529 %
TComDataCU::TComDataCU	16132	296	12432	41	0	1514	18	0	1505	16073	296	9413	5.38808038808 %	0.254153235805 %	11.8950345695 %	5.2772002772 %	0.111579469378 %	11.8243243243 %
TEncSbac::codeSaoUflc	15852	9247	5284	0	0	0	0	0	0	15852	9247	5284	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
SAOOffset::SAOOffset	15270	4581	6108	7	0	118	2	0	0	15261	4581	5990	0.481528564274 %	0.0458415193189 %	1.1039386285 %	0.00770445702839 %	0.0130975769483 %	0.0 %
SAOBlkParam::operator=	14715	3270	7085	8	0	0	4	0	0	14703	3270	7085	0.0319106501795 %	0.0543662928984 %	0.0 %	0.0159553250897 %	0.0271831464492 %	0.0 %
std::basic_istream<char,	14444	5080	3817	45	88	0	13	1	0	14386	4991	3817	0.569812775802 %	0.311548047632 %	0.989097448578 %	0.0599802921897 %	0.090002769316 %	0.0112397437338 %
TComSampleAdaptiveOffset::offsetCTU	14360	4742	3140	34	629	112	30	1	0	14296	4112	3028	3.48439888499 %	0.236768802228 %	9.40116721644 %	0.1393759554 %	0.208913649025 %	0.0126871352449 %
__memmove_ssse3	13992	3689	2750	233	602	933	91	45	270	13668	3042	1547	8.6535167148 %	1.66523727844 %	23.8391054512 %	1.98717634966 %	0.650371640938 %	4.89206398509 %
std::locale::_Impl::_M_install_facet	13834	4652	332	7	16	1	7	0	0	13820	4636	331	0.12753746413 %	0.0505999710857 %	0.341091492777 %	0.0371984270379 %	0.0505999710857 %	0.0 %
std::string::find_last_not_of	13747	3605	4072	3	0	0	2	0	0	13742	3605	4072	0.014002987304 %	0.0218229431876 %	0.0 %	0.00933532486931 %	0.0145486287917 %	0.0 %
TAppEncCfg::xCheckParameter	13487	5344	2492	171	49	79	169	1	1	13147	5294	2412	1.40224171083 %	1.26788759546 %	1.63348647269 %	0.801950944989 %	1.25305850078 %	0.0255232261358 %
std::string::_Rep::_M_dispose	13466	4126	2648	18	544	0	4	0	0	13444	3582	2648	2.7766798419 %	0.133669983663 %	8.03070563921 %	0.0197628458498 %	0.0297044408139 %	0.0 %
std::locale::~locale	13104	4368	2496	23	27	0	4	0	0	13077	4341	2496	0.250400641026 %	0.175518925519 %	0.393356643357 %	0.0200320512821 %	0.030525030525 %	0.0 %
TComTrQuant::setFlatScalingList	13010	2185	7945	15	365	175	8	0	0	12987	1820	7770	2.39844425238 %	0.115295926211 %	5.33070088845 %	0.0345721694036 %	0.0614911606457 %	0.0 %
std::string::find	12632	3951	3158	9	106	0	3	0	0	12620	3845	3158	0.582543944076 %	0.0712476250792 %	1.49106766071 %	0.0151967985411 %	0.0237492083597 %	0.0 %
std::basic_ios<char,	12464	3744	5921	232	380	1	36	30	0	12196	3334	5920	2.77012065615 %	1.86136071887 %	3.94205897569 %	0.298251163631 %	0.288831835687 %	0.310398344542 %
SAOBlkParam::~SAOBlkParam	12307	1985	3970	6	0	4	2	0	0	12299	1985	3966	0.0547585149491 %	0.0487527423418 %	0.0671704450042 %	0.0109517029898 %	0.0162509141139 %	0.0 %
std::vector<unsigned	11732	3391	3129	88	151	85	23	4	5	11621	3236	3039	1.77514792899 %	0.750085236959 %	3.61963190184 %	0.175323252246 %	0.196045005114 %	0.138036809816 %
putc	11368	3857	3045	9	3	0	5	0	0	11354	3854	3045	0.0656814449918 %	0.079169598874 %	0.0434656621269 %	0.0273672687466 %	0.0439831104856 %	0.0 %
TComCUMvField::destroy	11248	3552	3848	3	112	36	3	73	27	11242	3367	3785	0.809738309738 %	0.0266714082504 %	2.0 %	0.552338052338 %	0.0266714082504 %	1.35135135135 %
std::ios_base::ios_base	11200	960	5120	95	76	153	11	10	46	11094	874	4921	1.875 %	0.848214285714 %	3.76644736842 %	0.387731481481 %	0.0982142857143 %	0.921052631579 %
std::string::_M_leak_hard	11026	3863	3539	230	14	0	3	0	0	10793	3849	3539	1.32407206425 %	2.08597859605 %	0.189138070792 %	0.0162795745605 %	0.0272084164702 %	0.0 %
TEncSbac::codeSaoMerge	11018	5509	3148	0	523	2	0	0	0	11018	4986	3146	2.66836086404 %	0.0 %	6.06445650918 %	0.0 %	0.0 %	0.0 %
TEncBinCABAC::encodeAlignedBinsEP	10851	2594	2328	10	0	0	4	0	0	10837	2594	2328	0.0633994801243 %	0.0921574048475 %	0.0 %	0.0253597920497 %	0.036862961939 %	0.0 %
std::string::append	10765	4427	3855	107	6	93	9	5	6	10649	4416	3756	1.08153514989 %	0.993961913609 %	1.19536343878 %	0.105003412611 %	0.0836042731073 %	0.132818159865 %
TComPic::getSAOMergeAvailability	10440	7200	1080	18	1281	0	6	2	0	10416	5917	1080	6.9391025641 %	0.172413793103 %	15.4710144928 %	0.042735042735 %	0.0574712643678 %	0.024154589372 %
std::ios_base::_M_init	10403	3469	4729	51	198	1	18	10	0	10334	3261	4728	1.3440137627 %	0.490243199077 %	2.42742132227 %	0.150529541423 %	0.173027011439 %	0.121980970969 %
std::__detail::_List_node_base::_M_hook	10368	5760	4608	22	198	37	6	6	0	10340	5556	4571	1.2393904321 %	0.212191358025 %	2.26658950617 %	0.0578703703704 %	0.0578703703704 %	0.0578703703704 %
__overflow	9922	4699	3133	16	20	5	6	1	0	9900	4678	3128	0.230933874057 %	0.161257810925 %	0.319203268641 %	0.039427734595 %	0.060471679097 %	0.0127681307457 %
std::basic_ios<char,	9649	2492	4669	180	50	1	19	10	0	9450	2432	4668	1.3741820345 %	1.86547828791 %	0.712191034772 %	0.17251635931 %	0.196911597057 %	0.139645300936 %
bool	9645	3734	2801	61	318	0	15	30	0	9569	3386	2801	2.34239802225 %	0.632452047693 %	4.86610558531 %	0.278121137206 %	0.155520995334 %	0.459066564652 %
bool	9641	3732	2799	135	144	0	12	10	0	9494	3578	2799	1.72520405639 %	1.40026968157 %	2.2048690859 %	0.136037595845 %	0.124468416139 %	0.153115908743 %
bool	9641	3732	2799	42	74	0	4	5	0	9595	3653	2799	0.717289141726 %	0.435639456488 %	1.1330577247 %	0.0556517437546 %	0.0414894720465 %	0.0765579543715 %
0x00019b20	9548	9548	0	1	0	0	1	0	0	9546	9548	0	0 %	0 %	0 %	0 %	0 %	0 %
SAOBlkParam::SAOBlkParam	9528	2382	5161	16	0	24	6	0	0	9506	2382	5137	0.234315505829 %	0.16792611251 %	0.318175792125 %	0.0351473258743 %	0.0629722921914 %	0.0 %
btowc	9472	2944	1920	4	4	0	4	0	0	9464	2940	1920	0.0558035714286 %	0.0422297297297 %	0.0822368421053 %	0.0279017857143 %	0.0422297297297 %	0.0 %
initZscanToRaster	9459	3453	3591	2	0	32	2	0	32	9455	3453	3527	0.206023147307 %	0.0211438841315 %	0.45428733674 %	0.206023147307 %	0.0211438841315 %	0.45428733674 %
std::locale::operator=	9450	3465	2205	29	0	0	4	0	0	9417	3465	2205	0.191798941799 %	0.306878306878 %	0.0 %	0.026455026455 %	0.042328042328 %	0.0 %
sbrk	9375	2745	2050	15	103	69	8	3	0	9352	2639	1981	1.31968948483 %	0.16 %	3.58706986444 %	0.0776287932251 %	0.0853333333333 %	0.0625651720542 %
