BasketballPass__QP_32_nF_5_SR_4_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncCu::deriveTestModeAMP	84199	29156	15151	9732	9734	0	13	0	0	74454	19422	15151	15.1479308359 %	11.5583320467 %	21.9694404947 %	0.010116259163 %	0.0154396132971 %	0.0 %
ContextModel3DBuffer::initBuffer	76720	26400	24540	42	595	4	5	77	0	76673	25728	24536	0.50211499295 %	0.0547445255474 %	1.1758932077 %	0.0642331192229 %	0.00651720542231 %	0.151158225363 %
TEncBinCABAC::encodeBinEP	73724	23505	23674	12	0	0	7	0	0	73705	23505	23674	0.009925312027 %	0.0162769247464 %	0.0 %	0.00578976534908 %	0.0094948727687 %	0.0 %
__pow_finite	72231	7361	1480	30	540	0	30	10	0	72171	6811	1480	0.703078744819 %	0.0415334136313 %	6.10790634544 %	0.0493388592856 %	0.0415334136313 %	0.113109376767 %
std::ostream::sentry::sentry	69930	28490	18130	21	31	0	12	8	0	69897	28451	18130	0.044616044616 %	0.03003003003 %	0.0664950664951 %	0.01716001716 %	0.01716001716 %	0.01716001716 %
ContextModel3DBuffer::calcCost	69908	23974	14976	16	363	0	4	38	0	69888	23573	14976	0.348159988242 %	0.0228872232076 %	0.931964056483 %	0.0385823733671 %	0.00572180580191 %	0.0975609756098 %
_dl_addr	61676	20724	1946	12	1622	3	12	1369	0	61652	17733	1943	1.94081521353 %	0.0194565146897 %	7.16806352007 %	1.63730348801 %	0.0194565146897 %	6.03881782091 %
TComDataCU::getCtxInterDir	60935	60935	0	10867	147	0	0	1	0	50068	60787	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_string<char,	60712	22892	11396	9	573	31	3	1	25	60700	22318	11340	0.645263157895 %	0.0148240874951 %	1.76154923005 %	0.0305263157895 %	0.00494136249835 %	0.0758282781148 %
TEncSampleAdaptiveOffset::getStatistics	56930	22880	16470	95	2246	278	55	30	0	56780	20604	16192	2.72019110926 %	0.166871596698 %	6.41423125794 %	0.0882841711674 %	0.0966098717724 %	0.0762388818297 %
vfprintf	55900	17961	15010	531	143	103	234	50	31	55135	17768	14876	0.874300953067 %	0.949910554562 %	0.74611021807 %	0.354446332324 %	0.418604651163 %	0.245670437657 %
TAppEncCfg::parseCfg	54581	25430	35026	1250	506	908	1080	1	624	52251	24923	33494	2.31577666316 %	2.29017423646 %	2.33889109435 %	1.48213183584 %	1.9787105403 %	1.03380971285 %
0x0006dd0f	54270	10854	0	13	0	0	2	0	0	54255	10854	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_Rep::_S_create	54018	11048	12889	96	18	333	14	1	328	53908	11029	12228	0.573407735232 %	0.177718538265 %	1.46634916656 %	0.439997434417 %	0.0259172868303 %	1.37444124159 %
_IO_file_xsputn@@GLIBC_2.1	50908	12684	6983	66	24	38	29	15	10	50813	12645	6935	0.18136733971 %	0.129645635264 %	0.315248894087 %	0.07651434644 %	0.0569655064037 %	0.127116489551 %
std::string::find_first_not_of	50868	18095	16770	12	0	0	3	0	0	50853	18095	16770	0.0139969440006 %	0.0235904694503 %	0.0 %	0.00349923600014 %	0.00589761736259 %	0.0 %
TEncCu::xEncodeCU	50504	24884	13038	1470	3562	353	25	13	0	49009	21309	12685	6.0898378305 %	2.91066054174 %	10.3238225832 %	0.0429737859905 %	0.0495010296214 %	0.034280892358 %
char*	50052	14634	16210	33	6	333	10	0	329	50009	14628	15548	0.459849683544 %	0.0659314313114 %	1.09907923745 %	0.419056566456 %	0.0199792216095 %	1.06665802101 %
TComDataCU::destroy	49464	13667	19617	14	1222	150	14	872	100	49436	11573	19367	1.67496495384 %	0.0283034125829 %	4.12210070905 %	1.19156958476 %	0.0283034125829 %	2.92032207667 %
TComDataCU::create	49429	12586	25933	36	776	1068	15	0	0	49378	11810	24865	2.13762677946 %	0.0728317384531 %	4.78724785171 %	0.0170555328148 %	0.0303465576888 %	0.0 %
std::_Rb_tree<std::string,	48478	16951	15541	19	22	4	14	0	0	48445	16929	15537	0.0555761393109 %	0.0391930360163 %	0.0800196971562 %	0.0172903544523 %	0.0288790791699 %	0.0 %
__cxxabiv1::__vmi_class_type_info::__do_dyncast	45148	20066	11288	149	65	12	29	21	1	44970	19980	11275	0.295417113278 %	0.330025693275 %	0.245582700772 %	0.0666649237928 %	0.0642331886241 %	0.0701664859348 %
std::string::_M_mutate	45136	15643	9639	36	1	11	17	0	8	45083	15642	9620	0.0681643897867 %	0.0797589507267 %	0.0474645993197 %	0.0355022863472 %	0.0376639489543 %	0.0316430662131 %
__cxxabiv1::__si_class_type_info::__do_dyncast	44730	20448	10224	52	0	0	12	0	0	44666	20448	10224	0.0689636879658 %	0.116253074 %	0.0 %	0.0159146972229 %	0.0268276324614 %	0.0 %
__printf_fp	42696	11928	8707	569	84	48	315	21	9	41812	11823	8650	1.10688288516 %	1.3326775342 %	0.639689847347 %	0.544756912097 %	0.737774030354 %	0.145384056215 %
TEncSbac::codeSaoTypeIdx	41276	19434	14160	8	513	11	5	3	0	41263	18918	14149	0.710564979297 %	0.0193817230352 %	1.55980234566 %	0.0106851876586 %	0.012113576897 %	0.00893016610109 %
char*	38140	8968	10615	186	0	15	3	0	11	37951	8968	10589	0.348214749753 %	0.487676979549 %	0.0765970484604 %	0.0242537636644 %	0.00786575773466 %	0.056171168871 %
TComPicSym::deriveLoopFilterBoundaryAvailibility	36861	18301	7284	84	2536	17	48	0	0	36729	15765	7267	4.22284854114 %	0.22788312851 %	9.97850302912 %	0.0768664125805 %	0.130218930577 %	0.0 %
operator	36465	13260	13260	18	190	5	3	4	1	36444	13066	13254	0.338175756132 %	0.0493624023036 %	0.735294117647 %	0.01270143685 %	0.0082270670506 %	0.0188536953243 %
operator	36465	13260	13260	16	35	0	6	4	0	36443	13221	13260	0.080971659919 %	0.0438776909365 %	0.13197586727 %	0.0158767960626 %	0.0164541341012 %	0.0150829562594 %
_IO_file_overflow@@GLIBC_2.1	31726	9386	5424	47	7	30	19	0	7	31660	9379	5387	0.180505415162 %	0.148143478535 %	0.249831195138 %	0.0558707237408 %	0.059887789195 %	0.0472653612424 %
TEncSbac::codeSAOBlkParam	30632	8724	8825	28	111	0	15	0	0	30589	8613	8825	0.288495465017 %	0.091407678245 %	0.632514673201 %	0.0311326041386 %	0.0489683990598 %	0.0 %
copyPlane	27915	12495	9840	15	80	0	13	2	0	27887	12413	9840	0.189054726368 %	0.0537345513165 %	0.358182225207 %	0.0298507462687 %	0.0465699444743 %	0.00895455563018 %
TEncSampleAdaptiveOffset::deriveModeMergeRDO	27722	11572	8896	42	56	0	32	0	0	27648	11516	8896	0.203361693297 %	0.151504220475 %	0.273597811218 %	0.0664038182195 %	0.115431787028 %	0.0 %
0x001366bb	27070	27070	0	13	0	0	0	0	0	27057	27070	0	0 %	0 %	0 %	0 %	0 %	0 %
std::_Rb_tree_insert_and_rebalance	25855	9053	6345	46	69	8	11	0	0	25798	8984	6337	0.298160133808 %	0.177915296848 %	0.500064943499 %	0.0266647274138 %	0.0425449622897 %	0.0 %
0x001366bf	24952	24952	0	29	0	0	5	0	0	24918	24952	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xGetIntraBitsQTChroma	24512	12256	9958	828	487	0	4	0	0	23680	11769	9958	2.81427898814 %	3.37793733681 %	2.19231115513 %	0.00856054445063 %	0.016318537859 %	0.0 %
std::string::find_first_of	24342	8340	7652	76	0	0	3	0	0	24263	8340	7652	0.188426637576 %	0.312217566346 %	0.0 %	0.00743789358854 %	0.0123243776189 %	0.0 %
std::istreambuf_iterator<char,	24078	7322	5845	297	32	0	26	0	0	23755	7290	5845	0.883340045644 %	1.23349115375 %	0.243031821979 %	0.0698080279232 %	0.107982390564 %	0.0 %
__strlen_sse2_bsf	23804	4712	1330	16	830	0	6	754	0	23782	3128	1330	2.83455069356 %	0.0672155940178 %	13.7371731215 %	2.54640487838 %	0.0252058477567 %	12.4793114863 %
TComSlice::initEqualRef	23690	750	5850	55	0	162	33	0	145	23602	750	5543	0.716408055464 %	0.232165470663 %	2.45454545455 %	0.587652690657 %	0.139299282398 %	2.19696969697 %
pow	23680	8880	8880	15	0	358	15	0	2	23650	8880	8520	0.900096525097 %	0.0633445945946 %	2.01576576577 %	0.0410231660232 %	0.0633445945946 %	0.0112612612613 %
std::basic_string<char,	22936	8192	6554	56	9	0	4	0	0	22876	8183	6554	0.172496152009 %	0.244157656087 %	0.0610335006103 %	0.0106151478159 %	0.0174398325776 %	0.0 %
0x0006e55f	21730	4346	0	11	0	0	6	0	0	21713	4346	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Options::~Options	21142	8163	5051	12	1785	0	12	2	0	21118	6376	5051	5.23052741879 %	0.0567590577996 %	13.5084001816 %	0.040749796251 %	0.0567590577996 %	0.0151354623884 %
TEncSlice::compressSlice	21111	11302	6945	1795	3647	523	64	25	0	19252	7630	6422	15.155749784 %	8.50267632988 %	22.8530717378 %	0.226129376493 %	0.303159490313 %	0.137008823368 %
_dl_name_match_p	20612	5140	6458	33	148	17	6	7	6	20573	4985	6435	0.614715926731 %	0.16010091209 %	1.42265907915 %	0.058987891959 %	0.0291092567436 %	0.112088291085 %
strchrnul	20352	2577	341	40	125	0	24	107	0	20288	2345	341	0.709067468844 %	0.196540880503 %	4.28375599726 %	0.562956596476 %	0.117924528302 %	3.66689513365 %
std::string::_Rep::_M_destroy	20255	7366	7366	24	16	2	7	1	0	20224	7349	7364	0.12004458799 %	0.118489261911 %	0.122183002987 %	0.0228656358076 %	0.0345593680573 %	0.00678794461037 %
std::codecvt<char,	20120	2515	0	9	0	0	2	0	0	20109	2515	0	0 %	0 %	0 %	0 %	0 %	0 %
__mpn_divrem	18800	6616	4225	54	0	19	34	0	5	18712	6616	4201	0.246280489862 %	0.287234042553 %	0.175260584817 %	0.131574508282 %	0.18085106383 %	0.0461212065308 %
df::program_options_lite::scanLine	18413	5126	7104	256	38	0	19	0	0	18138	5088	7104	0.959436086545 %	1.39032205507 %	0.310711365495 %	0.06200437294 %	0.103187965025 %	0.0 %
std::locale::id::_M_id	17798	6611	2265	41	172	0	4	16	0	17753	6423	2265	0.798530404139 %	0.230362962131 %	1.93780982425 %	0.0749793806703 %	0.0224744353298 %	0.180261379 %
_dl_fixup	17695	6847	3326	43	1193	21	12	207	5	17640	5447	3300	4.51054973446 %	0.243006499011 %	11.9335495921 %	0.803789292378 %	0.0678157671659 %	2.08394770471 %
std::_Rb_tree<std::string,	17196	4878	4101	93	691	0	4	0	0	17099	4187	4101	2.99522445081 %	0.540823447313 %	7.69573449159 %	0.0152817574021 %	0.0232612235404 %	0.0 %
std::basic_string<char,	17116	5268	7242	151	8	74	4	0	71	16961	5260	7097	0.786471342739 %	0.882215470904 %	0.655475619504 %	0.253156011611 %	0.0233699462491 %	0.567545963229 %
std::_Rb_tree<std::string,	17092	5413	3659	24	1110	0	23	0	0	17045	4303	3659	4.33419966366 %	0.140416569155 %	12.2354497354 %	0.087907047852 %	0.134565878774 %	0.0 %
std::locale::locale	17091	5697	5697	215	2	15	8	0	5	16868	5695	5677	0.814463752852 %	1.25797203206 %	0.149201334035 %	0.0456380551167 %	0.0468082616582 %	0.0438827453045 %
TEncSlice::encodeSlice	17085	7551	5277	115	691	26	60	1	0	16910	6859	5251	2.78139939157 %	0.673105062921 %	5.58933582788 %	0.203924715007 %	0.351185250219 %	0.00779544745868 %
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	0	588	2	0	573	16920	9672	6093	1.74878884556 %	0.0236322816968 %	3.47394540943 %	1.69857024696 %	0.0118161408484 %	3.38532435307 %
TEncSampleAdaptiveOffset::decideBlkParams	16173	5007	7199	67	653	159	44	0	1	16062	4354	7039	3.09736072448 %	0.414270698077 %	6.65246600033 %	0.158567955178 %	0.272058368886 %	0.00819269211863 %
TComDataCU::TComDataCU	16132	296	12432	41	0	1515	18	0	1506	16073	296	9411	5.39154539155 %	0.254153235805 %	11.9028912634 %	5.28066528067 %	0.111579469378 %	11.8321810182 %
TEncSbac::codeSaoUflc	15924	9289	5308	0	0	0	0	0	0	15924	9289	5308	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
SAOOffset::SAOOffset	15270	4581	6108	7	0	76	2	0	0	15261	4581	6032	0.319734966678 %	0.0458415193189 %	0.711011320049 %	0.00770445702839 %	0.0130975769483 %	0.0 %
TComSampleAdaptiveOffset::offsetCTU	15006	4996	3315	34	486	13	30	1	0	14942	4509	3302	2.28588583437 %	0.226576036252 %	6.00409096378 %	0.132950208003 %	0.199920031987 %	0.0120322464204 %
SAOBlkParam::operator=	14769	3282	7111	8	0	0	4	0	0	14757	3282	7111	0.0317939750417 %	0.0541675130341 %	0.0 %	0.0158969875209 %	0.027083756517 %	0.0 %
std::basic_istream<char,	14444	5080	3817	46	23	0	13	1	0	14385	5056	3817	0.295617154364 %	0.31847133758 %	0.258514105878 %	0.0599802921897 %	0.090002769316 %	0.0112397437338 %
__memmove_ssse3	13906	3681	2743	240	484	853	93	46	270	13573	3151	1620	7.75700934579 %	1.72587372357 %	20.8125778331 %	2.01180521397 %	0.668776067884 %	4.91905354919 %
std::locale::_Impl::_M_install_facet	13834	4652	332	7	4	0	7	0	0	13820	4648	332	0.0584546710596 %	0.0505999710857 %	0.0802568218299 %	0.0371984270379 %	0.0505999710857 %	0.0 %
std::string::find_last_not_of	13747	3605	4072	3	0	0	2	0	0	13742	3605	4072	0.014002987304 %	0.0218229431876 %	0.0 %	0.00933532486931 %	0.0145486287917 %	0.0 %
TAppEncCfg::xCheckParameter	13487	5344	2492	171	34	82	169	1	1	13147	5309	2409	1.34596445153 %	1.26788759546 %	1.48034711588 %	0.801950944989 %	1.25305850078 %	0.0255232261358 %
std::string::_Rep::_M_dispose	13466	4126	2648	18	542	0	4	0	0	13444	3584	2648	2.76679841897 %	0.133669983663 %	8.00118098612 %	0.0197628458498 %	0.0297044408139 %	0.0 %
std::locale::~locale	13104	4368	2496	23	7	0	4	0	0	13077	4361	2496	0.150240384615 %	0.175518925519 %	0.101981351981 %	0.0200320512821 %	0.030525030525 %	0.0 %
TComTrQuant::setFlatScalingList	13010	2185	7945	15	5	0	8	0	0	12987	2180	7945	0.0864304235091 %	0.115295926211 %	0.0493583415597 %	0.0345721694036 %	0.0614911606457 %	0.0 %
std::string::find	12632	3951	3158	9	53	0	3	0	0	12620	3898	3158	0.31406716985 %	0.0712476250792 %	0.745533830356 %	0.0151967985411 %	0.0237492083597 %	0.0 %
std::basic_ios<char,	12464	3744	5921	232	216	0	36	30	0	12196	3498	5921	2.02449274707 %	1.86136071887 %	2.2348680807 %	0.298251163631 %	0.288831835687 %	0.310398344542 %
SAOBlkParam::~SAOBlkParam	12307	1985	3970	6	0	2	2	0	0	12299	1985	3968	0.0438068119593 %	0.0487527423418 %	0.0335852225021 %	0.0109517029898 %	0.0162509141139 %	0.0 %
TEncBinCABAC::encodeAlignedBinsEP	12069	2884	2589	10	0	0	6	0	0	12053	2884	2589	0.0570060426405 %	0.0828569061231 %	0.0 %	0.0342036255843 %	0.0497141436739 %	0.0 %
std::vector<unsigned	11732	3391	3129	89	77	78	23	4	6	11620	3310	3045	1.33683979838 %	0.758608932833 %	2.3773006135 %	0.180802103879 %	0.196045005114 %	0.153374233129 %
putc	11368	3857	3045	9	3	0	5	0	0	11354	3854	3045	0.0656814449918 %	0.079169598874 %	0.0434656621269 %	0.0273672687466 %	0.0439831104856 %	0.0 %
TComCUMvField::destroy	11248	3552	3848	3	110	38	3	77	23	11242	3365	3787	0.809738309738 %	0.0266714082504 %	2.0 %	0.552338052338 %	0.0266714082504 %	1.35135135135 %
std::ios_base::ios_base	11200	960	5120	95	25	72	11	10	46	11094	925	5002	1.11111111111 %	0.848214285714 %	1.59539473684 %	0.387731481481 %	0.0982142857143 %	0.921052631579 %
std::string::_M_leak_hard	11026	3863	3539	230	3	0	3	0	0	10793	3860	3539	1.26438029086 %	2.08597859605 %	0.0405295865982 %	0.0162795745605 %	0.0272084164702 %	0.0 %
TEncSbac::codeSaoMerge	10990	5495	3140	0	139	2	0	0	0	10990	5356	3138	0.71847133758 %	0.0 %	1.63288940359 %	0.0 %	0.0 %	0.0 %
std::string::append	10765	4427	3855	107	6	27	9	5	6	10649	4416	3822	0.735023888276 %	0.993961913609 %	0.398454479594 %	0.105003412611 %	0.0836042731073 %	0.132818159865 %
TComPic::getSAOMergeAvailability	10440	7200	1080	18	976	0	6	3	0	10416	6221	1080	5.30982905983 %	0.172413793103 %	11.7874396135 %	0.0480769230769 %	0.0574712643678 %	0.036231884058 %
std::ios_base::_M_init	10403	3469	4729	51	23	0	18	10	0	10334	3436	4729	0.397828073759 %	0.490243199077 %	0.280556233228 %	0.150529541423 %	0.173027011439 %	0.121980970969 %
std::__detail::_List_node_base::_M_hook	10368	5760	4608	22	16	12	6	2	0	10340	5742	4596	0.24112654321 %	0.212191358025 %	0.270061728395 %	0.0385802469136 %	0.0578703703704 %	0.0192901234568 %
__overflow	9922	4699	3133	16	17	5	6	1	0	9900	4681	3128	0.214036273516 %	0.161257810925 %	0.280898876404 %	0.039427734595 %	0.060471679097 %	0.0127681307457 %
std::basic_ios<char,	9649	2492	4669	179	27	0	19	10	0	9451	2455	4669	1.2254610351 %	1.85511451964 %	0.377042312526 %	0.17251635931 %	0.196911597057 %	0.139645300936 %
bool	9645	3734	2801	61	68	0	15	30	0	9569	3636	2801	0.797280593325 %	0.632452047693 %	1.04055087988 %	0.278121137206 %	0.155520995334 %	0.459066564652 %
bool	9641	3732	2799	134	38	0	12	10	0	9495	3684	2799	1.06356665842 %	1.38989731356 %	0.581840453223 %	0.136037595845 %	0.124468416139 %	0.153115908743 %
bool	9641	3732	2799	43	15	0	4	5	0	9594	3712	2799	0.358644570863 %	0.4460118245 %	0.229673863114 %	0.0556517437546 %	0.0414894720465 %	0.0765579543715 %
0x00019b20	9548	9548	0	1	0	0	1	0	0	9546	9548	0	0 %	0 %	0 %	0 %	0 %	0 %
SAOBlkParam::SAOBlkParam	9528	2382	5161	16	0	0	6	0	0	9506	2382	5161	0.0937262023314 %	0.16792611251 %	0.0 %	0.0351473258743 %	0.0629722921914 %	0.0 %
btowc	9472	2944	1920	4	4	0	4	0	0	9464	2940	1920	0.0558035714286 %	0.0422297297297 %	0.0822368421053 %	0.0279017857143 %	0.0422297297297 %	0.0 %
initZscanToRaster	9459	3453	3591	2	0	32	2	0	32	9455	3453	3527	0.206023147307 %	0.0211438841315 %	0.45428733674 %	0.206023147307 %	0.0211438841315 %	0.45428733674 %
std::locale::operator=	9450	3465	2205	29	0	0	4	0	0	9417	3465	2205	0.191798941799 %	0.306878306878 %	0.0 %	0.026455026455 %	0.042328042328 %	0.0 %
sbrk	9375	2745	2050	16	96	47	8	3	2	9351	2646	2001	1.12208892025 %	0.170666666667 %	2.98227320125 %	0.0917431192661 %	0.0853333333333 %	0.104275286757 %
TEncGOP::compressGOP	9314	4263	3811	792	690	325	427	70	75	8095	3503	3411	10.3922245227 %	8.50332832295 %	12.5712162497 %	3.28962502876 %	4.58449645695 %	1.79588803567 %
__GI_mempcpy	9305	3595	1311	8	2	34	5	2	19	9292	3591	1258	0.309619308986 %	0.0859752821064 %	0.733795352629 %	0.182956864401 %	0.0537345513165 %	0.428047289034 %
std::ctype<char>	9164	3792	2844	98	0	0	10	0	0	9056	3792	2844	0.620253164557 %	1.06940200786 %	0.0 %	0.0632911392405 %	0.109122653863 %	0.0 %
systrim.isra.1	9132	2765	1908	13	13	4	7	0	0	9112	2752	1904	0.21731256791 %	0.142356548401 %	0.363791996576 %	0.0507062658457 %	0.0766535260622 %	0.0 %
__mpn_mul_1	9130	2877	1567	7	0	1	3	0	0	9120	2877	1566	0.0589362015618 %	0.0766703176342 %	0.022502250225 %	0.0221010755857 %	0.0328587075575 %	0.0 %
std::num_get<char,	9019	3732	2799	61	0	0	10	0	0	8948	3732	2799	0.392282958199 %	0.67634992793 %	0.0 %	0.064308681672 %	0.110877037366 %	0.0 %
std::num_put<char,	9019	3732	2799	20	0	0	8	0	0	8991	3732	2799	0.128617363344 %	0.221754074731 %	0.0 %	0.0514469453376 %	0.0887016298924 %	0.0 %
0x00084ec0	8863	2532	1267	10	28	0	2	10	0	8851	2494	1267	0.300110567051 %	0.112828613336 %	0.737036062122 %	0.0947717580161 %	0.0225657226673 %	0.263227165043 %
std::string::assign	8811	3012	1872	72	28	0	14	0	0	8725	2984	1872	0.730193501278 %	0.817160367722 %	0.573300573301 %	0.102227090179 %	0.158892293724 %	0.0 %
std::string::reserve	8576	3388	2394	81	15	0	12	5	0	8483	3368	2394	0.668616798997 %	0.944496268657 %	0.25942580422 %	0.118400891489 %	0.139925373134 %	0.0864752680733 %
__printf_chk	8316	3036	2508	35	32	6	30	6	1	8251	2998	2501	0.526695526696 %	0.420875420875 %	0.685425685426 %	0.266955266955 %	0.36075036075 %	0.126262626263 %
std::basic_ostream<char,	8233	3871	2178	48	11	3	30	0	0	8155	3860	2175	0.434112869346 %	0.583019555448 %	0.231443213754 %	0.2100546142 %	0.364387222155 %	0.0 %
TComSampleAdaptiveOffset::getMergeList	8192	2248	2104	12	0	0	6	0	0	8174	2248	2104	0.0956632653061 %	0.146484375 %	0.0 %	0.0478316326531 %	0.0732421875 %	0.0 %
TComLoopFilter::loopFilterPic	8105	3125	4225	25	256	0	15	0	0	8065	2869	4225	1.81818181818 %	0.308451573103 %	3.48299319728 %	0.0970559689421 %	0.185070943862 %	0.0 %
std::ostreambuf_iterator<char,	7655	2235	2388	14	68	0	9	0	0	7632	2167	2388	0.667861215182 %	0.18288700196 %	1.47090633788 %	0.0733018406907 %	0.117570215545 %	0.0 %
SAOBlkParam::reset	7650	1700	3825	10	0	0	5	0	0	7635	1700	3825	0.0759013282732 %	0.130718954248 %	0.0 %	0.0379506641366 %	0.0653594771242 %	0.0 %
df::program_options_lite::Option<int>::~Option	7577	1991	1988	3	205	0	3	0	0	7571	1786	1988	1.79993077189 %	0.0395935066649 %	5.15204825333 %	0.0259605399792 %	0.0395935066649 %	0.0 %
std::basic_stringbuf<char,	7379	2728	1896	138	166	0	47	23	0	7194	2539	1896	2.53270015829 %	1.87017211004 %	3.58996539792 %	0.583187536449 %	0.636942675159 %	0.497404844291 %
std::_Rb_tree_decrement	7298	2919	0	88	14	0	3	0	0	7207	2905	0	0 %	0 %	0 %	0 %	0 %	0 %
hack_digit	7268	2376	2498	39	0	12	21	0	1	7208	2376	2485	0.420029649152 %	0.536598789213 %	0.24620434961 %	0.181189260418 %	0.288937809576 %	0.0205170291342 %
std::basic_filebuf<char,	6978	2423	2039	27	379	438	12	3	0	6939	2041	1601	7.37762237762 %	0.386930352537 %	18.3101748095 %	0.131118881119 %	0.171969045572 %	0.0672344240251 %
TEncTop::TEncTop	6891	7	4162	22	2	532	22	0	529	6847	5	3101	5.02712477396 %	0.319257001887 %	12.8088270568 %	4.98191681736 %	0.319257001887 %	12.6888942192 %
TAppEncCfg::TAppEncCfg	6807	7	4101	16	2	526	16	0	526	6775	5	3049	4.98396701787 %	0.235052152196 %	12.852969815 %	4.96564360971 %	0.235052152196 %	12.8042843233 %
TComPicSym::create	6620	1700	2745	38	555	312	38	0	31	6544	1145	2402	8.17894261184 %	0.574018126888 %	19.5050618673 %	0.623587889742 %	0.574018126888 %	0.697412823397 %
std::istream::operator>>	6615	2428	2493	40	6	26	5	0	0	6570	2422	2467	0.624133148405 %	0.604686318972 %	0.650274334485 %	0.0433425797503 %	0.0755857898715 %	0.0 %
std::string::_Rep::_M_clone	6600	2599	2398	191	12	0	15	5	0	6394	2582	2398	1.75045270329 %	2.89393939394 %	0.240144086452 %	0.172458394412 %	0.227272727273 %	0.100060036022 %
