BasketballPass__QP_42_nF_2_SR_16_MSizeL1_8192_AssL1_8_MSizeLL_4194304_AssLL_8_Word_64	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
std::basic_filebuf<char,	38404	16322	10562	15	8	0	14	2	0	38375	16312	10562	0.0352285259159 %	0.0390584314134 %	0.029757476566 %	0.0245068006372 %	0.0364545359858 %	0.0074393691415 %
char*	38150	8968	10615	186	0	7	9	0	0	37955	8968	10608	0.334297542134 %	0.4875491481 %	0.0357452892815 %	0.0155890045555 %	0.0235910878113 %	0.0 %
TEncBinCABAC::encodeBinsEP	37853	14717	10555	8	0	0	8	0	0	37837	14717	10555	0.0126732673267 %	0.0211343882915 %	0.0 %	0.0126732673267 %	0.0211343882915 %	0.0 %
std::ostream::sentry::sentry	30726	12518	7966	15	26	0	6	14	0	30705	12478	7966	0.0800624877954 %	0.0488185901191 %	0.12692833431 %	0.0390548720953 %	0.0195274360476 %	0.0683460261668 %
ContextModel3DBuffer::initBuffer	30688	10560	9816	18	146	1	10	63	0	30660	10351	9815	0.32312392292 %	0.0586548488008 %	0.721436984688 %	0.142957856807 %	0.0325860271116 %	0.309187279152 %
__printf_fp	29737	8299	6055	348	45	21	239	21	4	29150	8233	6030	0.93896713615 %	1.17025927296 %	0.459802145743 %	0.598761652038 %	0.803712546659 %	0.174167479448 %
__pow_finite	28987	2948	592	12	152	0	12	4	0	28963	2792	592	0.504196513666 %	0.0413978680098 %	4.29378531073 %	0.0491899037723 %	0.0413978680098 %	0.112994350282 %
_IO_file_overflow@@GLIBC_2.1	28437	8412	4884	32	0	14	18	0	3	28387	8412	4867	0.11022452256 %	0.112529451067 %	0.105294825511 %	0.050319890734 %	0.0632978162253 %	0.0225631768953 %
write	27888	7348	3032	16	24	0	10	0	0	27862	7324	3032	0.104525974705 %	0.057372346529 %	0.231213872832 %	0.0261314936762 %	0.0358577165806 %	0.0 %
std::_Rb_tree_insert_and_rebalance	25855	9053	6345	46	165	25	9	0	0	25800	8888	6320	0.572079606332 %	0.177915296848 %	1.23392648396 %	0.0218165951567 %	0.0348095146007 %	0.0 %
0x0006dd0f	25270	5054	0	11	0	0	3	0	0	25256	5054	0	0 %	0 %	0 %	0 %	0 %	0 %
TComOutputBitstream::addSubstream	24910	11076	11056	4	31	0	4	0	0	24902	11045	11056	0.0744015985715 %	0.0160578081092 %	0.140068678836 %	0.00850303983674 %	0.0160578081092 %	0.0 %
std::string::find_first_of	24342	8340	7652	76	0	0	3	0	0	24263	8340	7652	0.188426637576 %	0.312217566346 %	0.0 %	0.00743789358854 %	0.0123243776189 %	0.0 %
std::istreambuf_iterator<char,	24120	7336	5852	298	176	1	24	0	0	23798	7160	5851	1.27318537579 %	1.23548922056 %	1.34212920837 %	0.0643293663557 %	0.0995024875622 %	0.0 %
__strlen_sse2_bsf	23820	4713	1330	17	463	0	4	385	0	23799	3865	1330	1.60734018685 %	0.071368597817 %	7.66175740526 %	1.30261527643 %	0.016792611251 %	6.37100777759 %
std::basic_string<char,	22936	8192	6554	56	136	0	4	0	0	22876	8056	6554	0.509527095165 %	0.244157656087 %	0.922284009223 %	0.0106151478159 %	0.0174398325776 %	0.0 %
TEncSampleAdaptiveOffset::getStatistics	22772	9152	6588	38	1732	172	38	10	0	22696	7410	6416	5.04258412962 %	0.166871596698 %	12.0965692503 %	0.124636476942 %	0.166871596698 %	0.0635324015248 %
TEncBinCABAC::encodeBinEP	21736	6925	6944	4	0	0	4	0	0	21728	6925	6944	0.0112343771942 %	0.0184026499816 %	0.0 %	0.0112343771942 %	0.0184026499816 %	0.0 %
operator	21692	7888	7888	12	94	3	4	1	2	21676	7793	7883	0.29091491406 %	0.0553199336161 %	0.61485801217 %	0.0186826091598 %	0.018439977872 %	0.0190162271805 %
operator	21692	7888	7888	9	19	1	4	1	0	21679	7868	7887	0.077399380805 %	0.0414899502121 %	0.12677484787 %	0.0133447208284 %	0.018439977872 %	0.00633874239351 %
TComDataCU::destroy	21492	5939	8529	14	300	1	13	129	0	21465	5510	8528	0.875973303671 %	0.0651405174018 %	2.08045341443 %	0.39488320356 %	0.0604876233017 %	0.891622891899 %
TComDataCU::create	21373	5446	11233	35	299	341	23	0	0	21315	5147	10892	1.77388836329 %	0.163758012446 %	3.83716050123 %	0.06044360349 %	0.107612408179 %	0.0 %
0x0006e55f	21370	4274	0	8	0	0	3	0	0	21359	4274	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Options::~Options	21142	8163	5051	12	1364	0	11	0	0	21119	6799	5051	4.00512283153 %	0.0567590577996 %	10.3223853489 %	0.0320176970544 %	0.0520291363163 %	0.0 %
TEncCu::deriveTestModeAMP	21084	7137	3684	2487	2519	0	5	0	0	18592	4618	3684	15.6903306692 %	11.7956744451 %	23.2788097218 %	0.0156715248394 %	0.0237146651489 %	0.0 %
_dl_name_match_p	20644	5148	6468	33	237	7	5	11	2	20606	4900	6459	0.858648481091 %	0.159852741717 %	2.10055096419 %	0.0557966522009 %	0.0242201123813 %	0.111914600551 %
TEncCu::xEncodeCU	20456	10028	5412	610	1630	143	28	2	0	19818	8396	5269	6.63862268776 %	2.98201016817 %	11.4831606218 %	0.0835747715623 %	0.13687915526 %	0.0129533678756 %
TEncSbac::codeSaoTypeIdx	20172	9504	6918	4	149	0	4	0	0	20164	9355	6918	0.418101328087 %	0.0198294665873 %	0.907319449519 %	0.0109307536755 %	0.0198294665873 %	0.0 %
std::string::_Rep::_M_destroy	20024	7282	7282	18	126	0	4	1	0	20002	7155	7282	0.416329362785 %	0.0898921294447 %	0.865146937654 %	0.0144558806522 %	0.0199760287655 %	0.00686624553694 %
0x001366bb	18566	18566	0	6	0	0	0	0	0	18560	18566	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::scanLine	18413	5126	7104	256	195	0	17	0	0	18140	4931	7104	1.47178801031 %	1.39032205507 %	1.59443990188 %	0.055477596841 %	0.0923260739695 %	0.0 %
_dl_fixup	17775	6878	3341	43	1398	16	14	173	4	17718	5307	3321	5.20468671858 %	0.241912798875 %	13.8369703493 %	0.682289061942 %	0.0787623066104 %	1.732067717 %
std::locale::id::_M_id	17510	6503	2229	35	382	0	6	6	0	17469	6115	2229	1.58905571222 %	0.199885779555 %	4.37471369675 %	0.0457282219343 %	0.0342661336379 %	0.0687127805772 %
strchrnul	17385	2040	254	24	58	0	17	57	0	17344	1925	254	0.416687839829 %	0.138050043141 %	2.5283347864 %	0.376035367651 %	0.0977854472246 %	2.48474280732 %
std::_Rb_tree<std::string,	17196	4878	4101	93	1264	0	4	0	0	17099	3614	4101	5.18433619866 %	0.540823447313 %	14.0772914578 %	0.0152817574021 %	0.0232612235404 %	0.0 %
std::basic_string<char,	17116	5268	7242	151	62	45	4	0	35	16961	5206	7162	0.870856679943 %	0.882215470904 %	0.855315747402 %	0.131641126038 %	0.0233699462491 %	0.279776179057 %
std::_Rb_tree<std::string,	17092	5413	3659	24	896	0	23	0	0	17045	4517	3659	3.51628191408 %	0.140416569155 %	9.87654320988 %	0.087907047852 %	0.134565878774 %	0.0 %
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	0	276	2	0	269	16920	9672	6709	0.827129859388 %	0.0236322816968 %	1.63062743708 %	0.800543542479 %	0.0118161408484 %	1.58927094411 %
0x001366bf	16832	16832	0	19	0	0	3	0	0	16810	16832	0	0 %	0 %	0 %	0 %	0 %	0 %
std::locale::locale	16767	5589	5589	203	1	40	12	0	2	16552	5588	5547	0.873143675076 %	1.21071151667 %	0.366791912686 %	0.0500984075863 %	0.0715691536948 %	0.0178922884237 %
TEncSbac::codeSAOBlkParam	15019	4299	4267	12	54	0	8	0	0	14999	4245	4267	0.279838880644 %	0.0798987948598 %	0.63039925286 %	0.0339198643205 %	0.0532658632399 %	0.0 %
ContextModel3DBuffer::calcCost	14756	4954	3150	4	55	0	4	9	0	14748	4890	3150	0.258092738408 %	0.0271076172404 %	0.678677196446 %	0.0568678915136 %	0.0271076172404 %	0.111056268509 %
std::basic_istream<char,	14444	5080	3817	46	271	0	13	0	0	14385	4809	3817	1.35812518744 %	0.31847133758 %	3.04597055187 %	0.0556959856047 %	0.090002769316 %	0.0 %
TEncSbac::xWriteEpExGolomb	14238	4114	3366	933	0	0	5	0	0	13300	4114	3366	4.29597568837 %	6.55288664138 %	0.0 %	0.0230223777512 %	0.0351172917545 %	0.0 %
std::locale::_Impl::_M_install_facet	13834	4652	332	7	24	0	7	0	0	13820	4628	332	0.164735891168 %	0.0505999710857 %	0.481540930979 %	0.0371984270379 %	0.0505999710857 %	0.0 %
TComPicSym::deriveLoopFilterBoundaryAvailibility	13826	6871	2737	34	887	0	30	0	0	13762	5984	2737	3.93018690791 %	0.245913496311 %	9.23189009159 %	0.128019117522 %	0.216982496745 %	0.0 %
std::string::find_last_not_of	13747	3605	4072	3	0	0	2	0	0	13742	3605	4072	0.014002987304 %	0.0218229431876 %	0.0 %	0.00933532486931 %	0.0145486287917 %	0.0 %
TAppEncCfg::xCheckParameter	13487	5344	2492	171	26	42	169	1	0	13147	5317	2450	1.12085541434 %	1.26788759546 %	0.867789688617 %	0.797261173381 %	1.25305850078 %	0.0127616130679 %
std::string::_Rep::_M_dispose	13466	4126	2648	18	409	0	4	0	0	13444	3717	2648	2.10968379447 %	0.133669983663 %	6.03779155595 %	0.0197628458498 %	0.0297044408139 %	0.0 %
TEncEntropy::encodeCrossComponentPrediction	12936	7546	4312	543	115	13	1	0	0	12392	7431	4299	2.70629991127 %	4.19758812616 %	1.07944004048 %	0.0040332338469 %	0.00773036487322 %	0.0 %
TEncSampleAdaptiveOffset::deriveModeMergeRDO	12925	5354	4049	21	141	11	21	0	0	12883	5213	4038	0.774811895378 %	0.16247582205 %	1.61650537063 %	0.0940523109996 %	0.16247582205 %	0.0 %
std::locale::~locale	12852	4284	2448	17	45	0	6	0	0	12829	4239	2448	0.31658496732 %	0.132275132275 %	0.668449197861 %	0.030637254902 %	0.046685340803 %	0.0 %
std::string::find	12632	3951	3158	9	92	0	3	0	0	12620	3859	3158	0.511625550884 %	0.0712476250792 %	1.29413419609 %	0.0151967985411 %	0.0237492083597 %	0.0 %
std::basic_ios<char,	12224	3672	5807	208	616	1	23	10	0	11993	3046	5806	3.80131779017 %	1.70157068063 %	6.50912543517 %	0.152052711607 %	0.188154450262 %	0.105496360376 %
__mpn_divrem	11921	4264	2698	35	0	9	23	0	3	11863	4264	2686	0.233013821956 %	0.293599530241 %	0.129273197357 %	0.137689985701 %	0.192936834158 %	0.0430910657857 %
TComDataCU::getCtxInterDir	11900	11900	0	2290	25	0	0	1	0	9610	11874	0	0 %	0 %	0 %	0 %	0 %	0 %
putc	11368	3857	3045	9	3	0	5	0	0	11354	3854	3045	0.0656814449918 %	0.079169598874 %	0.0434656621269 %	0.0273672687466 %	0.0439831104856 %	0.0 %
copyPlane	11166	4998	3936	13	18	0	12	1	0	11141	4979	3936	0.154228855721 %	0.116424861186 %	0.201477501679 %	0.0646766169154 %	0.107469102633 %	0.0111931945377 %
std::string::_M_leak_hard	11026	3863	3539	230	70	0	3	0	0	10793	3793	3539	1.62795745605 %	2.08597859605 %	0.945690353958 %	0.0162795745605 %	0.0272084164702 %	0.0 %
std::ios_base::ios_base	10990	942	5024	83	135	35	11	4	24	10896	803	4965	1.49209719273 %	0.755232029117 %	2.84948038887 %	0.230007077141 %	0.100090991811 %	0.469326181696 %
std::string::append	10765	4427	3855	107	10	26	6	4	1	10652	4413	3828	0.750774400168 %	0.993961913609 %	0.434677614103 %	0.057751876936 %	0.0557361820715 %	0.0603718908476 %
std::__detail::_List_node_base::_M_hook	10206	5670	4536	16	7	18	6	0	0	10184	5663	4518	0.200862237899 %	0.156770527141 %	0.244953948658 %	0.0293944738389 %	0.0587889476778 %	0.0 %
std::ios_base::_M_init	10205	3403	4639	36	162	0	14	2	0	10155	3239	4639	1.08510988108 %	0.352768250857 %	2.01442427257 %	0.0876856469557 %	0.137187653111 %	0.0248694354638 %
0x00019b20	9554	9554	0	1	0	0	1	0	0	9552	9554	0	0 %	0 %	0 %	0 %	0 %	0 %
TComSlice::initEqualRef	9476	300	2340	22	0	31	22	0	14	9432	300	2295	0.437438098382 %	0.232165470663 %	1.17424242424 %	0.297127764939 %	0.232165470663 %	0.530303030303 %
pow	9472	3552	3552	6	0	73	6	0	1	9460	3552	3478	0.476592664093 %	0.0633445945946 %	1.02759009009 %	0.0422297297297 %	0.0633445945946 %	0.0140765765766 %
btowc	9472	2944	1920	4	4	0	4	0	0	9464	2940	1920	0.0558035714286 %	0.0422297297297 %	0.0822368421053 %	0.0279017857143 %	0.0422297297297 %	0.0 %
std::basic_ios<char,	9463	2444	4579	168	61	1	12	2	0	9283	2381	4578	1.39512313478 %	1.77533551728 %	0.882813612416 %	0.0849205386388 %	0.126809679806 %	0.028477858465 %
bool	9459	3662	2747	46	282	0	14	10	0	9399	3370	2747	2.06705318881 %	0.486309335025 %	4.40006241223 %	0.151247794303 %	0.148007188921 %	0.156030581994 %
initZscanToRaster	9459	3453	3591	2	0	17	2	0	16	9455	3453	3558	0.115130582318 %	0.0211438841315 %	0.241340147643 %	0.109071077986 %	0.0211438841315 %	0.22714366837 %
bool	9455	3660	2745	126	193	0	9	4	0	9320	3463	2745	2.01134930643 %	1.33262823903 %	3.01327088212 %	0.0819672131148 %	0.0951877313591 %	0.0624512099922 %
bool	9455	3660	2745	39	128	0	3	2	0	9413	3530	2745	1.05296343001 %	0.412480169223 %	1.99843871975 %	0.031525851198 %	0.0317292437864 %	0.0312256049961 %
std::locale::operator=	9270	3399	2163	23	2	0	6	0	0	9241	3397	2163	0.168554476807 %	0.24811218986 %	0.0359582883855 %	0.0404530744337 %	0.0647249190939 %	0.0 %
std::ctype<char>	8990	3720	2790	93	3	0	6	0	0	8891	3717	2790	0.61935483871 %	1.03448275862 %	0.0460829493088 %	0.0387096774194 %	0.0667408231368 %	0.0 %
std::num_get<char,	8845	3660	2745	55	0	0	6	0	0	8784	3660	2745	0.360655737705 %	0.621820237422 %	0.0 %	0.0393442622951 %	0.0678349349915 %	0.0 %
std::num_put<char,	8845	3660	2745	14	0	0	6	0	0	8825	3660	2745	0.0918032786885 %	0.15828151498 %	0.0 %	0.0393442622951 %	0.0678349349915 %	0.0 %
0x00084ec0	8695	2484	1243	7	45	0	3	5	0	8685	2434	1243	0.418612139752 %	0.0805060379528 %	1.20740541991 %	0.0644018676542 %	0.0345025876941 %	0.134156157768 %
systrim.isra.1	8682	2628	1812	5	25	1	3	0	0	8674	2603	1811	0.236244474928 %	0.0575904169546 %	0.585585585586 %	0.0228623685414 %	0.0345542501728 %	0.0 %
sbrk	8632	2545	1890	13	89	29	7	5	1	8612	2451	1860	1.00252544578 %	0.150602409639 %	2.66065388952 %	0.0994872579781 %	0.08109360519 %	0.135287485908 %
TEncSlice::compressSlice	8442	4519	2778	718	1179	87	52	9	0	7672	3331	2691	12.6056293284 %	8.50509357972 %	17.3495957243 %	0.387572272698 %	0.615967780147 %	0.123338358229 %
std::string::reserve	8318	3286	2322	69	11	0	13	0	0	8236	3275	2322	0.574465029441 %	0.829526328444 %	0.196148359486 %	0.0933505672842 %	0.156287569127 %	0.0 %
__overflow	8250	3907	2605	10	8	0	6	0	0	8234	3899	2605	0.121934697196 %	0.121212121212 %	0.12285012285 %	0.0406448990652 %	0.0727272727273 %	0.0 %
std::codecvt<char,	8120	1015	0	9	0	0	3	0	0	8108	1015	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::assign	8106	2772	1722	58	21	1	14	0	0	8034	2751	1721	0.634920634921 %	0.715519368369 %	0.489541611037 %	0.111111111111 %	0.172711571675 %	0.0 %
std::basic_ostream<char,	8050	3787	2124	48	49	2	28	0	0	7974	3738	2122	0.709118258004 %	0.596273291925 %	0.862798172898 %	0.200558699234 %	0.347826086957 %	0.0 %
TEncSampleAdaptiveOffset::decideBlkParams	7726	2457	3560	30	475	30	30	0	2	7666	1982	3528	3.89289092629 %	0.388299249288 %	8.39288682067 %	0.232845812414 %	0.388299249288 %	0.0332391557254 %
TEncSbac::codeSaoUflc	7704	4494	2568	0	0	0	0	0	0	7704	4494	2568	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::ostreambuf_iterator<char,	7655	2235	2388	14	72	0	8	0	0	7633	2163	2388	0.700439811044 %	0.18288700196 %	1.5574302401 %	0.065157191725 %	0.104506858263 %	0.0 %
df::program_options_lite::Option<int>::~Option	7577	1991	1988	3	144	0	3	0	0	7571	1847	1988	1.27206645898 %	0.0395935066649 %	3.61899974868 %	0.0259605399792 %	0.0395935066649 %	0.0 %
SAOBlkParam::operator=	7560	1680	3640	4	0	0	4	0	0	7552	1680	3640	0.0310559006211 %	0.0529100529101 %	0.0 %	0.0310559006211 %	0.0529100529101 %	0.0 %
__GI_mempcpy	7372	2922	1142	5	1	15	3	0	8	7364	2921	1119	0.183630640084 %	0.0678241996744 %	0.393700787402 %	0.0961874781392 %	0.0406945198047 %	0.196850393701 %
std::_Rb_tree_decrement	7298	2919	0	88	0	0	3	0	0	7207	2919	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSlice::encodeSlice	7276	3170	2300	42	357	24	42	1	0	7192	2812	2276	3.31868821591 %	0.577240241891 %	6.96526508227 %	0.337360740625 %	0.577240241891 %	0.018281535649 %
TComDataCU::TComDataCU	6976	128	5376	36	0	294	26	0	290	6914	128	4792	2.64423076923 %	0.516055045872 %	5.34156976744 %	2.53205128205 %	0.372706422018 %	5.26889534884 %
TEncTop::TEncTop	6891	7	4162	22	1	270	22	0	267	6847	6	3625	2.64918625678 %	0.319257001887 %	6.50035979851 %	2.6130198915 %	0.319257001887 %	6.40441352842 %
TAppEncCfg::TAppEncCfg	6807	7	4101	16	2	267	16	0	267	6775	5	3567	2.61108566193 %	0.235052152196 %	6.54819863681 %	2.59276225378 %	0.235052152196 %	6.49951314508 %
SAOOffset::SAOOffset	6780	2034	2712	4	0	56	3	0	0	6773	2034	2656	0.520562207184 %	0.0589970501475 %	1.17994100295 %	0.0260281103592 %	0.0442477876106 %	0.0 %
std::basic_stringbuf<char,	6740	2503	1728	106	150	0	30	6	0	6604	2347	1728	2.33342448273 %	1.57270029674 %	3.54526116757 %	0.328137817884 %	0.445103857567 %	0.141810446703 %
std::istream::operator>>	6615	2428	2493	40	36	30	5	0	0	6570	2392	2463	0.918862690707 %	0.604686318972 %	1.34119081488 %	0.0433425797503 %	0.0755857898715 %	0.0 %
TAppEncTop::xInitLibCfg	6421	4833	4793	65	294	305	64	0	21	6292	4539	4467	4.13784508008 %	1.01230337954 %	6.22273010596 %	0.529694023805 %	0.996729481389 %	0.218159152296 %
std::string::_Rep::_M_clone	6402	2521	2326	176	117	0	15	2	0	6211	2402	2326	2.6046759712 %	2.74914089347 %	2.41386424593 %	0.151124544404 %	0.234301780694 %	0.0412626366825 %
TEncTop::xInitRPS	6333	2244	3155	22	51	9	22	0	0	6289	2193	3146	0.698943061712 %	0.347386704563 %	1.11131691054 %	0.18752130924 %	0.347386704563 %	0.0 %
__printf_chk	6237	2277	1881	25	18	0	15	10	0	6197	2249	1881	0.41366041366 %	0.400833734167 %	0.4329004329 %	0.2405002405 %	0.2405002405 %	0.2405002405 %
__mpn_mul_1	5935	1888	1023	4	0	0	3	0	0	5928	1888	1023	0.0452181777074 %	0.0673967986521 %	0.0 %	0.0339136332806 %	0.050547598989 %	0.0 %
_IO_default_xsputn	5934	1716	1138	9	0	0	4	0	0	5921	1716	1138	0.102412380519 %	0.151668351871 %	0.0 %	0.045516613564 %	0.0674081563869 %	0.0 %
_dl_check_map_versions	5927	2161	1011	14	67	41	14	25	36	5899	2069	934	1.34080668205 %	0.236207187447 %	3.40479192938 %	0.824266402901 %	0.236207187447 %	1.92307692308 %
std::ostream&	5876	2397	1852	14	9	0	7	0	0	5855	2388	1852	0.227160493827 %	0.238257317903 %	0.211814544599 %	0.0691358024691 %	0.119128658952 %	0.0 %
0x000ca680	5871	2214	647	17	1	0	4	0	0	5850	2213	647	0.206138341732 %	0.289558848578 %	0.0349528137015 %	0.0458085203848 %	0.068131493783 %	0.0 %
std::basic_stringbuf<char,	5757	1896	1742	63	40	0	12	2	0	5682	1854	1742	1.09632783395 %	1.09431995831 %	1.09950522265 %	0.149015433741 %	0.208441896821 %	0.0549752611325 %
_dl_cache_libcmp	5699	1585	453	5	36	0	5	35	0	5689	1514	453	0.529921158072 %	0.0877346902965 %	1.766437684 %	0.516996251777 %	0.0877346902965 %	1.71736997056 %
df::program_options_lite::Option<GOPEntry>::setDefault	5504	4416	4224	1	264	257	1	0	0	5502	4152	3967	3.69061085973 %	0.0181686046512 %	6.03009259259 %	0.00707013574661 %	0.0181686046512 %	0.0 %
std::vector<unsigned	5494	1592	1458	36	57	24	19	3	0	5439	1532	1434	1.36938202247 %	0.655260283946 %	2.65573770492 %	0.257490636704 %	0.345831816527 %	0.0983606557377 %
df::program_options_lite::scanFile	5486	1761	1476	14	326	0	4	0	0	5468	1435	1476	3.89774160266 %	0.255195041925 %	10.0710534445 %	0.0458557835607 %	0.0729128691214 %	0.0 %
TEncSbac::codeSaoMerge	5432	2716	1552	0	204	0	0	0	0	5432	2512	1552	2.10309278351 %	0.0 %	4.77975632615 %	0.0 %	0.0 %	0.0 %
df::program_options_lite::Option<bool>::~Option	5391	1426	1416	4	109	0	4	0	0	5383	1317	1416	1.37252520345 %	0.074197736969 %	3.83532723434 %	0.048584962954 %	0.074197736969 %	0.0 %
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	7	0	3	0	0	5369	1618	2375	0.106666666667 %	0.0558139534884 %	0.175 %	0.032 %	0.0558139534884 %	0.0 %
TEncGOP::compressGOP	5312	2721	2503	355	262	112	345	41	50	4612	2418	2341	6.91913439636 %	6.68298192771 %	7.15926493109 %	4.13819286257 %	6.49472891566 %	1.74196018377 %
SAOBlkParam::~SAOBlkParam	5270	850	1700	3	0	0	2	0	0	5265	850	1700	0.0383631713555 %	0.0569259962049 %	0.0 %	0.0255754475703 %	0.0379506641366 %	0.0 %
TComPic::getSAOMergeAvailability	5220	3600	540	11	514	0	4	0	0	5205	3086	540	5.60897435897 %	0.210727969349 %	12.4154589372 %	0.042735042735 %	0.0766283524904 %	0.0 %
TComTrQuant::setFlatScalingList	5204	874	3178	6	142	72	6	0	0	5192	732	3106	2.3768366465 %	0.115295926211 %	5.28134254689 %	0.0648228176318 %	0.115295926211 %	0.0 %
0x000ca570	5200	2288	1456	158	387	29	2	0	0	5040	1901	1427	6.41771019678 %	3.03846153846 %	11.1111111111 %	0.0223613595707 %	0.0384615384615 %	0.0 %
TComDataCU::xGetDistScaleFactor	4992	2912	832	208	0	0	1	0	0	4783	2912	832	2.38095238095 %	4.16666666667 %	0.0 %	0.0114468864469 %	0.0200320512821 %	0.0 %
brk	4946	1544	1236	12	2	1	8	0	0	4926	1542	1235	0.194149624644 %	0.242620299232 %	0.107913669065 %	0.103546466477 %	0.161746866154 %	0.0 %
__strcmp_ssse3	4920	3075	0	29	150	0	9	2	0	4882	2923	0	0 %	0 %	0 %	0 %	0 %	0 %
TComSampleAdaptiveOffset::offsetCTU	4876	1484	924	17	153	51	17	0	0	4842	1331	873	3.0340472268 %	0.348646431501 %	8.47176079734 %	0.233388248215 %	0.348646431501 %	0.0 %
TComCUMvField::destroy	4864	1536	1664	3	0	0	3	0	0	4858	1536	1664	0.0372023809524 %	0.0616776315789 %	0.0 %	0.0372023809524 %	0.0616776315789 %	0.0 %
hack_digit	4791	1566	1640	23	0	5	16	0	1	4752	1566	1634	0.350131299237 %	0.480066791901 %	0.155957579538 %	0.212579717394 %	0.33395950741 %	0.0311915159077 %
_dl_map_object_from_fd	4776	1278	794	49	30	27	49	23	25	4678	1225	742	1.54789719626 %	1.02596314908 %	2.75096525097 %	1.41647196262 %	1.02596314908 %	2.3166023166 %
__GI_strlen	4733	784	0	21	33	0	9	16	0	4703	735	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::initScalingList	4516	1070	1335	4	1	35	4	1	28	4508	1068	1272	0.577951163127 %	0.088573959256 %	1.49688149688 %	0.47680970958 %	0.088573959256 %	1.20582120582 %
df::program_options_lite::storePair	4408	1444	988	74	145	0	2	0	0	4332	1299	988	3.20175438596 %	1.67876588022 %	5.96217105263 %	0.0292397660819 %	0.0453720508167 %	0.0 %
TComYuv::create	4389	1026	1083	3	0	10	3	0	0	4383	1026	1073	0.200061557402 %	0.0683526999316 %	0.474158368895 %	0.0461680517082 %	0.0683526999316 %	0.0 %
_IO_do_write@@GLIBC_2.1	4274	1492	1133	25	10	3	15	2	0	4234	1480	1130	0.550804464415 %	0.584932147871 %	0.495238095238 %	0.246412523554 %	0.350959288723 %	0.0761904761905 %
